iata_code^tz
TRP^America/Juneau
UCE^America/Chicago
UKN^America/Chicago
UPC^Atlantic/Canary
WBN^America/New_York
WCC^America/Los_Angeles
WGZ^Australia/Sydney
WLM^America/New_York
WOB^Europe/London
WPS^Asia/Tehran
XAK^Europe/Copenhagen
XBF^Europe/Paris
XBH^Europe/Paris
XBU^Europe/Paris
XBX^Europe/Paris
XCE^Europe/Paris
XCF^Europe/Paris
XCK^Europe/Paris
XCP^Europe/Paris
XDC^Europe/Paris
XDI^Europe/Paris
XEB^Europe/Paris
XEK^America/Regina
XEM^America/Moncton
XEP^Europe/Paris
XEU^Asia/Dubai
XEV^Europe/Stockholm
XFD^America/Toronto
XFH^Europe/Stockholm
XFT^Asia/Hong_Kong
XFX^Europe/Paris
XGC^Europe/Stockholm
XGF^Europe/Paris
XGH^Europe/Oslo
XGI^Europe/Oslo
XGK^America/Toronto
XGO^America/Sao_Paulo
XGP^Europe/Oslo
XGS^Europe/Oslo
XGT^Europe/Paris
XGV^Europe/Paris
XHC^Europe/Helsinki
XHF^Europe/Oslo
XHH^America/Denver
XHL^Europe/Oslo
XHR^America/Sao_Paulo
XHS^America/Vancouver
XHT^Europe/Oslo
XHX^Australia/Adelaide
XHZ^Europe/London
XIH^Asia/Baghdad
XIP^America/Toronto
XIR^Europe/Berlin
XIS^America/Sao_Paulo
XIU^Europe/Berlin
XIX^Europe/Rome
XJB^Europe/Madrid
XJC^Europe/Prague
XJE^Europe/Copenhagen
XJG^Australia/Darwin
XJP^Europe/Prague
XJS^Europe/Vienna
XKC^Europe/Oslo
XKI^Europe/Oslo
XKJ^Europe/Oslo
XKU^Europe/Istanbul
XKW^Europe/Oslo
XLH^Europe/Paris
XLI^Europe/Paris
XLP^America/Moncton
XLY^America/Toronto
XNC^Europe/Rome
XNK^Europe/London
XNM^Europe/London
XNS^Asia/Seoul
XNY^America/New_York
XNZ^Pacific/Auckland
XOA^Europe/Copenhagen
XOD^Europe/Oslo
XOH^Europe/Vienna
XOL^Europe/Oslo
XOM^Australia/Melbourne
XON^America/Moncton
XOO^Europe/Vienna
XOT^America/Guadeloupe
XOV^Europe/Vienna
XOX^Asia/Seoul
XOZ^Asia/Qatar
XPM^Europe/Paris
XPO^Australia/Perth
XPQ^Asia/Kuala_Lumpur
XPV^Europe/Paris
XPY^Europe/Helsinki
XPZ^Europe/Paris
XQG^Europe/London
XQN^Australia/Brisbane
XQO^Asia/Tehran
XQY^Europe/Paris
XRA^Europe/Copenhagen
XRB^America/Sao_Paulo
XRK^Europe/Moscow
XRM^Europe/Paris
XSZ^America/Chicago
XTA^Asia/Shanghai
XTF^Asia/Shanghai
XTH^Europe/Paris
XTV^Asia/Baghdad
XTX^Asia/Shanghai
XUB^Europe/Oslo
XUE^Europe/Oslo
XUN^America/Boise
XUO^Europe/Oslo
XUU^Europe/Oslo
XUV^Europe/Oslo
XUW^Europe/Oslo
XVD^Europe/Paris
XVK^Europe/Oslo
XVP^Europe/Paris
XVT^Europe/Paris
XVU^Europe/London
XVX^Europe/Copenhagen
XWL^Europe/Stockholm
XWN^Europe/London
XWQ^Europe/Stockholm
XWT^Europe/Vienna
XWV^Europe/Stockholm
XWX^Europe/Stockholm
XWZ^Europe/Stockholm
XXA^Europe/Stockholm
XXC^Europe/Oslo
XXD^Europe/Stockholm
XXF^Pacific/Auckland
XXH^Pacific/Auckland
XXI^Europe/Stockholm
XXJ^Europe/Budapest
XXK^Europe/Stockholm
XXM^Europe/Stockholm
XXP^Europe/Berlin
XXQ^Europe/Budapest
XXR^Europe/Oslo
XXS^Pacific/Auckland
XXV^Europe/Stockholm
XYO^Europe/Stockholm
XYS^Australia/Sydney
XYU^Europe/Stockholm
XZC^America/Toronto
XZE^Europe/Berlin
XZK^America/Toronto
XZO^Europe/Oslo
XZQ^Europe/Stockholm
XZR^America/Toronto
XZT^Europe/Oslo
XZX^Australia/Sydney
YAD^America/Chicago
YJR^Europe/Madrid
ZAF^Europe/Paris
ZAU^Europe/Berlin
ZAW^Europe/Copenhagen
ZAX^Asia/Shanghai
ZBB^Europe/Copenhagen
ZBC^Europe/London
ZBH^Europe/Paris
ZBN^Europe/Rome
ZBQ^Europe/Copenhagen
ZBV^America/Denver
ZBZ^Asia/Shanghai
ZCF^Europe/Berlin
ZCK^Europe/Berlin
ZCY^Europe/Berlin
ZDO^Europe/Zurich
ZDQ^Europe/Zurich
ZDR^Europe/Zurich
ZDU^Europe/London
ZDW^Europe/Zurich
ZEO^Asia/Karachi
ZFH^Europe/London
ZFK^Europe/Copenhagen
ZFY^Europe/Warsaw
ZFZ^America/New_York
ZGE^Europe/Berlin
ZGO^Europe/Berlin
ZGY^Asia/Kuching
ZHB^Europe/Zurich
ZHC^America/New_York
ZHD^Europe/Zurich
ZHH^Europe/Zurich
ZHS^Europe/Zurich
ZHT^Europe/Zurich
ZHX^Indian/Antananarivo
ZHZ^Europe/Berlin
ZIB^Europe/Copenhagen
ZID^Europe/Copenhagen
ZIE^Europe/Rome
ZIF^America/Toronto
ZII^Australia/Adelaide
ZIJ^Europe/Copenhagen
ZIK^Europe/Prague
ZIL^Europe/Copenhagen
ZIM^Europe/Copenhagen
ZIP^Europe/Rome
ZIQ^Europe/Rome
ZIU^Asia/Shanghai
ZIV^Europe/London
ZIW^Europe/Berlin
ZJB^Asia/Kuala_Lumpur
ZJD^Europe/Zurich
ZJE^Europe/Rome
ZJF^Asia/Dubai
ZJH^Europe/Copenhagen
ZJK^Asia/Hong_Kong
ZJM^Europe/Zurich
ZJO^America/Los_Angeles
ZJR^Asia/Kuala_Lumpur
ZJW^Europe/Zurich
ZJX^Europe/Rome
ZKD^Europe/Moscow
ZKF^Europe/Zurich
ZKN^Europe/Copenhagen
ZKO^Europe/Zurich
ZKR^Europe/Athens
ZKT^Europe/Athens
ZKV^Europe/Zurich
ZKW^Europe/Zurich
ZLC^Europe/Zurich
ZLG^Europe/Budapest
ZLH^Europe/Zurich
ZLK^Europe/Moscow
ZLQ^Europe/Zurich
ZLU^Europe/Berlin
ZLV^Europe/Helsinki
ZMC^Europe/Warsaw
ZMF^Europe/Rome
ZMG^Europe/Berlin
ZMI^Europe/Rome
ZMJ^Europe/Rome
ZMK^Asia/Kuching
ZML^America/Vancouver
ZMN^America/Sao_Paulo
ZMP^Europe/London
ZMR^Europe/Rome
ZMV^America/New_York
ZMY^Asia/Shanghai
ZNB^Europe/Berlin
ZNF^Europe/Berlin
ZNJ^Europe/Berlin
ZNL^Europe/Berlin
ZNM^Europe/Berlin
ZNQ^Europe/Berlin
ZNT^Europe/Berlin
ZNY^Europe/Berlin
ZOC^Europe/Berlin
ZOD^Europe/Berlin
ZOG^Europe/Berlin
ZOH^Europe/Berlin
ZOI^Europe/Berlin
ZOJ^Europe/Berlin
ZOL^Europe/Berlin
ZOM^Europe/Berlin
ZOP^Europe/Berlin
ZOQ^Europe/Berlin
ZOR^Europe/Berlin
ZOW^Europe/Berlin
ZOZ^Europe/Berlin
ZPD^Europe/Berlin
ZPL^Europe/Berlin
ZPS^Europe/Berlin
ZPV^Europe/Berlin
ZQA^Europe/Berlin
ZQB^America/Anchorage
ZQD^Europe/Berlin
ZQE^Europe/Berlin
ZQH^Europe/Berlin
ZQM^Europe/Berlin
ZQO^Europe/Berlin
ZQP^Europe/Berlin
ZQT^Europe/Berlin
ZQX^Asia/Jakarta
ZQY^Europe/Berlin
ZRC^Europe/Madrid
ZRG^Europe/Bratislava
ZRL^America/New_York
ZRQ^Europe/Zurich
ZRS^Europe/Vienna
ZRU^America/New_York
ZRV^America/New_York
ZSC^Europe/Berlin
ZSG^Europe/Berlin
ZSI^Europe/Berlin
ZSL^Europe/Dublin
ZSM^America/Los_Angeles
ZSR^Europe/Berlin
ZSU^Europe/Berlin
ZSZ^Africa/Windhoek
ZTC^Europe/Rome
ZTD^America/New_York
ZTE^America/New_York
ZTG^Europe/Copenhagen
ZTL^America/Denver
ZTN^America/New_York
ZTO^America/New_York
ZTQ^Europe/Zurich
ZTT^Europe/Berlin
ZTV^America/Chicago
ZTY^America/New_York
ZTZ^Europe/Berlin
ZUB^Asia/Tbilisi
ZUG^America/New_York
ZUK^America/Chicago
ZUO^Europe/Amsterdam
ZUP^Europe/Amsterdam
ZUQ^Europe/Amsterdam
ZUR^Europe/Amsterdam
ZUS^Europe/Amsterdam
ZUT^Europe/Amsterdam
ZUU^Europe/Amsterdam
ZUV^Europe/Amsterdam
ZUW^Europe/Amsterdam
ZUX^Europe/Amsterdam
ZUY^Europe/Amsterdam
ZUZ^Europe/Amsterdam
ZVI^Asia/Tehran
ZVL^Europe/Amsterdam
ZVM^Europe/Berlin
ZVN^Europe/Amsterdam
ZVO^Europe/Amsterdam
ZVP^Europe/Amsterdam
ZVQ^Europe/Amsterdam
ZVS^Europe/Amsterdam
ZVT^Europe/Amsterdam
ZVU^Europe/Amsterdam
ZVV^Europe/Amsterdam
ZVW^Europe/Amsterdam
ZVX^Europe/Amsterdam
ZVY^Europe/Amsterdam
ZVZ^Europe/Amsterdam
ZWC^Europe/Oslo
ZWD^Europe/Berlin
ZWG^Europe/Berlin
ZWJ^Europe/Oslo
ZWM^Europe/Berlin
ZWN^Europe/Berlin
ZWO^Europe/Amsterdam
ZWQ^Europe/Amsterdam
ZWR^Asia/Kuching
ZWT^Europe/Berlin
ZWU^America/New_York
ZWX^Europe/Amsterdam
ZWZ^Europe/Amsterdam
ZXA^Europe/London
ZXH^Europe/Oslo
ZXI^Europe/Oslo
ZXK^Europe/Oslo
ZXO^Europe/Oslo
ZXP^Europe/London
ZXS^America/New_York
ZXU^Europe/Oslo
ZXX^Europe/Oslo
ZXZ^Asia/Dubai
ZYB^Europe/Brussels
ZYC^Europe/Warsaw
ZYD^Europe/Madrid
ZYE^Europe/Amsterdam
ZYF^Europe/Madrid
ZYG^Europe/Oslo
ZYJ^Europe/Madrid
ZYP^America/New_York
ZYQ^America/New_York
ZYU^Europe/Amsterdam
ZYV^Europe/Oslo
ZYW^Europe/Oslo
ZYY^Europe/Oslo
ZZG^Europe/Berlin
ZZI^Australia/Melbourne
ZZJ^Australia/Melbourne
