pk^env_id^validity_from^validity_to^3char_code^2char_code^num_code^name^name2^alliance_code^alliance_status^type^wiki_link^flt_freq^alt_names^bases
air-air-next^1^2004-08-20^2010-12-31^NXA^7A^0^Air Next^Haines Air^^^^http://en.wikipedia.org/wiki/Air_Next^^en|Air Next|=en|Haines Air|^
air-air-niamey^^2010-01-01^^AWN^A7^0^Air Niamey^^^^^http://en.wikipedia.org/wiki/Air_Niamey^^en|Air Niamey|^
air-air-nigeria^^^^VGN^VK^786^Air Nigeria^^^^^^920^en|Air Nigeria|^
air-air-nippon^1^1974-10-10^2012-04-01^ANK^EL^0^Air Nippon^^^^^http://en.wikipedia.org/wiki/Air_Nippon^^en|Air Nippon|^
air-air-nippon-wings^^2010-10-01^^AKX^EH^0^ANA Wings^^^^^http://en.wikipedia.org/wiki/ANA_Wings^107203^en|ANA Wings|^
air-air-niugini^^^^ANG^PX^656^Air Niugini^^^^^^27120^en|Air Niugini|^
air-airnorth^^1978-01-01^^ANO^TL^935^Airnorth^Capiteq Limited^^^^http://en.wikipedia.org/wiki/Airnorth^11373^en|Airnorth|=en|Capiteq Limited|^
air-air-north^^1977-01-01^^^4N^287^Air North^^^^^http://en.wikipedia.org/wiki/Air_North^2205^en|Air North|^
air-air-nostrum^^1994-05-23^^ANE^YW^694^Air Nostrum^^OneWorld^Affiliate^^http://en.wikipedia.org/wiki/Air_Nostrum^83437^en|Air Nostrum|=en|Iberia Regional|^
air-air-one^1^1983-01-01^2014-10-30^ADH^AP^867^Air One^Aliadriatica^^^^http://en.wikipedia.org/wiki/Air_One^^en|Air One|=en|Aliadriatica|^
air-air-onix^1^2012-04-28^2013-12-31^^OG^130^Air Onix^^^^^http://en.wikipedia.org/wiki/Air_Onix^^en|Air Onix|^
air-air-panama^^^^PST^7P^23^Air Panama^^^^^^13235^en|Air Panama|=en|Apa Intl|^
air-air-pegasus^^2015-04-12^^PPL^OP^0^Air Pegasus^^^^^http://en.wikipedia.org/wiki/Air_Pegasus^230^en|Air Pegasus|^
air-airphil-express^^^^GAP^2P^211^Airphil Express^^^^^^^en|Airphil Express|^
air-air-rarotonga^^^^^GZ^755^Air Rarotonga^^^^^^4007^en|Air Rarotonga|^
air-air-saint-pierre^^^^^PJ^638^Air Saint Pierre^^^^^^534^en|Air Saint Pierre|^
air-air-serbia^^2013-10-26^^ASL^JU^115^Air Serbia^^^^^http://en.wikipedia.org/wiki/Air_Serbia^31789^en|Air Serbia|=en|Jat Airways|h^
air-air-service-liege^^^^^L4^0^Air Service Liege (ASL)^^^^^^^en|Air Service Liege (ASL)|^
air-air-seychelles^^^^SEY^HM^61^Air Seychelles^^^^^^17262^en|Air Seychelles|^
air-air-sinai^^^^ASD^4D^903^Air Sinai^^^^^^363^en|Air Sinai|^
air-air-slovakia^1^1994-01-01^2010-06-01^SVK^GM^0^Air Slovakia^^^^^http://en.wikipedia.org/wiki/Air_Slovakia^^en|Air Slovakia|^
air-air-sunshine^1^1982-01-01^2015-06-30^RSI^YI^0^Air Sunshine^^^^^http://en.wikipedia.org/wiki/Air_Sunshine^^en|Air Sunshine|^
air-air-tahiti^^1987-01-01^^VTA^VT^135^Air Tahiti^^^^^http://en.wikipedia.org/wiki/Air_Tahiti^22454^en|Air Tahiti|^
air-air-tahiti-nui^^1998-11-20^^THT^TN^244^Air Tahiti Nui^^^^^http://en.wikipedia.org/wiki/Air_Tahiti_Nui^2657^en|Air Tahiti Nui|^
air-air-tanzania^^^^ATC^TC^197^Air Tanzania^^^^^^2613^en|Air Tanzania|^
air-air-timor^^^^^6C^586^Air Timor^^^^^^^en|Air Timor|^
air-air-tindi^^^^TID^8T^744^Air Tindi^^^^^http://en.wikipedia.org/wiki/Air_Tindi^3610^en|Air Tindi|^
air-airtran-airways^^1993-10-26^^TRS^FL^332^Airtran Airways^^^^^http://en.wikipedia.org/wiki/AirTran_Airways^^en|Airtran Airways|^
air-air-transat^^1987-11-14^^TSC^TS^649^Air Transat^^^^^http://en.wikipedia.org/wiki/Air_Transat^20751^en|Air Transat|^
air-air-uganda^^^^^U7^926^Air Uganda^Norcanair^^^^^^en|Air Uganda|=en|Norcanair|^
air-air-urga^^^^URG^3N^746^Air Urga^Airvantage^^^^^^en|Air Urga|=en|Airvantage|^
air-air-vallee^^^^^DO^0^Discovery Airways^Air Vallee^^^^^^en|Discovery Airways|=en|Air Vallee|^
air-air-vanuatu^^1981-01-01^^AVN^NF^218^Air Vanuatu^^^^^http://en.wikipedia.org/wiki/Air_Vanuatu^9935^en|Air Vanuatu|^
air-air-via^^^^VIM^VL^0^Air Via^Vancouver Air^^^^^^en|Air Via|=en|Vancouver Air|^
air-airways-international^1^1981-01-01^1999-12-31^AWB^HO^0^Airways International^^^^^http://en.wikipedia.org/wiki/Airways_International^^en|Airways International|^
air-airwing^^2004-01-01^^NWG^^^Airwing^^^^^http://en.wikipedia.org/wiki/Airwing^^en|Airwing|^
air-air-wisconsin^^1965-08-23^^AWI^ZW^303^Air Wisconsin^^^^^http://en.wikipedia.org/wiki/Air_Wisconsin^153278^en|Air Wisconsin|^
