3char_code^2char_code^name^website
AAM^^Air America^
SWG^WG^Sunwing Airlines^http://www.flysunwing.com
MDL^RI^Mandala Airlines^http://www.tigerair.com/id/en/
VVM^ZG^Viva Macau^http://www.flyvivamacau.com/
MSE^^EgyptAir Express^http://express.egyptair.com/
PLM^EB^Wamos Air^http://www.wamosair.com/en
QXE^QX^Horizon Air^http://www.horizonair.com/
PLK^FV^Pulkovo Aviation Enterprise^http://web.archive.org/web/*/eng.pulkovo.ru/
^^Deutsche Lufthansa (DDR)^
^^Deutsche Zeppelin Reederei^http://www.zeppelinflug.de/de/
PBA^9Q^PBair^http://www.pbair.com
DJB^D8^Djibouti Airlines^
GMQ^L3^Germania Express^
DMO^E3^Domodedovo Airlines^
LOF^AX^Trans States Airlines^http://www.transstates.net/
^^Donaldson International Airways^
WCP^FE^Primaris Airlines^http://web.archive.org/web/*/http://primarisairlines.com
SAT^SP^SATA Air Açores^http://www.sata.pt/
^^Wien Air Alaska^
LAI^QL^Lesotho Airways^
ANH^2T^Alajnihah Airways^http://www.alajnihah.com/
HSL^HI^Hispania Líneas Aéreas^
HSL^XF^Hispania Líneas Aéreas^
^^Turku Air^http://www.turkuair.fi/
DBK^2D^Dubrovnik Airline^http://www.dubrovnikairline.com/
DNL^9H^Dutch Antilles Express^http://www.flydae.com/
ECA^UI^Eurocypria Airlines^http://www.eurocypria.com
IMG^^ImagineAir^http://www.flyimagineair.com
^^Q1274501^https://www.e-aviation.de/startseite/
FEI^^Eagle Air^http://www.eagleair.is
EGR^^Eagle Air^
DXH^8C^East Star Airlines^
EZE^T3^Eastern Airways^http://www.easternairways.com
EFY^EF^EasyFly^http://www.easylfy.com.co
TCF^S5^Shuttle America^http://www.shuttleamerica.com/
^^SA de Transport Aérien^
^^Q1292816^
LEF^LE^Efly^http://www.efly.it/
BRZ^E5^Samara Airlines^http://www.samara-airlines.ru
^^Q1306379^
JAE^JI^Jade Cargo International^http://www.jadecargo.com/
JEX^JC^JAL Express^http://www.jal.co.jp/jex
UAE^EK^Emirates SkyCargo^http://www.skycargo.com/
FDA^JH^Fuji Dream Airlines^http://www.fujidreamairlines.com
UPS^5X^UPS Airlines^http://pressroom.ups.com/Media+Kits/Airlines
VOZ^VA^Virgin Samoa^http://www.virginsamoa.com/
ICL^5C^CAL Cargo Air Lines^http://www.cal.co.il/
TSP^K9^TonleSap Airlines^http://web.archive.org/web/20101228220929/http://www.tonlesapairlines.com:80/
APG^PQ^AirAsia Philippines^http://www.airasia.com/ph/en/home.page
MSX^MS^EgyptAir Cargo^http://www.egyptair-cargo.com
JAZ^JO^JALways^http://www.jalways.co.jp/english
TGG^TT^Tiger Airways Australia^https://tigerair.com.au/
SCO^TR^Scoot^http://www.flyscoot.com
SCO^TZ^Scoot^http://www.flyscoot.com
TGW^TR^Scoot^http://www.flyscoot.com
TGW^TZ^Scoot^http://www.flyscoot.com
AAY^G4^Allegiant Air^http://www.allegiantair.com
FJA^FJ^Fiji Link^https://www.fijiairways.com/
KHH^XH^Alexandria Airlines^http://www.alexandriaairlines.com/
SXR^XW^Sky Express^
PGI^^Pan American-Grace Airways^
FXX^FO^Felix Airways^
AZN^Z8^Línea Aérea Amaszonas^http://www.amaszonas.com
TPU^T0^Avianca Peru^http://www.avianca.com/en-pe/
^^Pan Am Express^
PAA^PA^Pan American Airways^
^PN^Pan American Airways^
PVI^6Z^Panavia^
^^Papua Indonesia Air System^
^DJ^Paradise Air^
PDI^BK^Paradise Island Airlines^
^QR^Paraense Transportes Aéreos^
^^Parks College Airline^
PKN^^PauknAir^
KGC^^Peach Air^
PBY^^Pearl Air Services^
HPA^HP^Pearl Airways^
PRL^^Pearl Air^http://www.pearlairline.com/
ADA^^Pearl Aviation^http://www.pearlav.com.au/
PEM^PD^Pem-Air^
^^Penobscot Island Air^
DCX^^Pentastar Aviation^http://www.pentastaraviation.com
PHA^^Phoenix Air^http://www.phoenixair.com/home.php
CNS^^PlaneSense^http://www.planesense.com
PLZ^^Planet Airways^
PLJ^P2^Platinum Air Linhas Aéreas^http://www.platinumair.com.br/
^^Platinum Airlines^
PAZ^^Point-Afrique^http://www.point-afrique.com
^^Post Ekspres Prima^
PWL^^Powell Air^
^^Premiair^http://www.flypremiair.com/
EMI^^Premium Air Shuttle^
^^Presidente Transportes Aéreos^
^^Presidential Airways^
^XV^Presidential Airways^
^^Pride Air^
PRM^^Prime Airlines^
PKZ^^Prime Aviation^http://www.primeaviation.kz
PNC^^Prince Aviation^http://www.princeaviation.com/
PJP^PJ^Princely Jets^http://www.princelyjets.com/
PRN^8Q^Princess Air^
PVG^P6^Privilege Style^http://www.privilegestyle.com/
^^Pro-Air Services^
GPT^^Promodal Transportes Aéreos^
PBA^PT^Provincetown-Boston Airlines^
LPA^^Puebla Air Lines^
^^Puertorriqueña de Aviación^
QQE^QR^Qatar Executive^http://qatarexec.com.qa/
QVR^^Quadro-Aero^
^^Quassar^
QNA^OQ^Queen Air^
^^Queensland Pacific Airlines^
^^Queensland Pacific Airways^
^Q7^Queensland Regional Airlines^
^Q9^QuikAir^
^R6^RACSA^
MTL^^RAF-Avia^http://www.rafavia.lv/
^^RMA Gold Airways^http://www.goldairways.com.au/
RLB^R6^RUS Aviation^http://www.rusaviation.com/
REV^^RVL Aviation^http://www.rvl-group.com/home/
REX^^Ram Air Freight^http://www.ramairfreight.com/index.php
^RZ^Ransome Airlines^
RYT^^Raya Jet^http://www.rayajet.com
^RL^Real Transportes Aéreos^
^^Red Baron Airlines^
ERS^7R^Red Sea Air^
RVV^RV^Reeve Aleutian Airways^http://web.archive.org/web/*/http://www.reeveair.com/
RGE^RX^Regent Airways^http://www.flyregent.com/
^4R^Regentair^
^^RegionAir^http://www.regionair.aero/
RAW^QT^Regional Air^
^QT^Regional Air^
RCQ^F2^Regional Cargo^http://www.regionalcargo.com/
^QT^Regional Pacific Airlines^http://www.regionalpacific.com.au/
^^Renaissance Air^
RBC^^Republicair^http://www.republicair.com.mx/index.html
^^Rhodesia United Air Carriers^
^RF^Rhodesian Air Services^
^XO^Rio Airways^
RSL^SL^Rio Sul Serviços Aéreos Regionais^http://web.archive.org/web/19971115010444/www.rio-sul.com/home.htm
^^Sounds Air^http://www.soundsair.com/
UNR^^Rivne Universal Avia^
^^Roblex Aviation^
RMA^JC^Rocky Mountain Airways^
^^Roots Air^
ROR^^Roraima Airways^http://www.roraimaairways.com
ROS^^Rossair Europe^
^^Royal Air Burundi^
RAX^^Royal Air Freight^http://www.royalair.com/
RYL^V5^Royal Aruban Airlines^
RRY^4A^Royal Bengal Airline^http://www.flyroyalbengal.com/
ROJ^^Royal Jet^http://www.royaljetgroup.com/
RAY^OQ^Royale Airlines^
RYN^RD^Russia Jet Direct^
RYA^^Ryan Air Services^http://www.ryanalaska.com
^^Ryan Airline Company^
^^SACO^
SDK^^SADELCA^http://www.sadelca.com
SRO^MZ^SAEREO^http://saereo.misiva.com.ec/
SHA^SH^SAHSA^
MMT^^SAM Intercontinental^
SAM^MM^SAM Colombia^
^^SAPSAN^http://www.sapsan-air.kz/
^^SARPA^http://www.sarpa.com.co/
^^Air Transport Pyrenees^
^^Messageries Transaeriennes^
AVD^VM^Air Vendee^
^^Aire d'Evasions^
^^Airlec^
^^Alsair^
^^Alsavia^
^^Air Limousin Transport Aerien^
^^Auxiair^
^^Avdef^
^^Avia Taxi France^
^^Taxi Avia France^
^^Avions Bleus^
^^Bordeaux Aviation^
^^Bretagne Air Services^
^^Compagnie Aérienne Française^
^^Cantabrian Seaplane Company^
^^CAP Airlines^
TF^^Compagnie Air Transport^
^^SCAL^
^^Catair^
^^Compagnie Aerienne de Transports Indochinois^
^^Établissement Roger Colin^
^^Compagnie Franco-Roumaine de Navigation Aérienne^
^^Generale Transsaharienne^
^^Compagnie Generale de Transport Aerien^
^^Chaillotine Air Service^
^^Compagnie Aerienne du Languedoc^
^^Compagnie Aeronautique Europeenne^
^^Aéro-Sotravia^
^^Continentale Air Service^
WH^^City-Flug^
^^Liberty Express Airlines^
^^SAL Express^
^^JS Air^
OTF^OT^Orange2Fly^https://www.orange2fly.com/
^^Armenia Aircompany^https://www.armeniafly.com/ru
GWR^G6^Gowair Vacation Airlines^http://www.gowair.com/es/homepage/
^^Northern Star Airlines^
MAR^MV^Air Mediterranean^http://www.air-mediterranean.com/
^^Serair Transworld Press^http://www.serair.com/
^^J.D.P. France^
LAN^LA^LAN Airlines^
^AO^Air Juan^
CTB^^Thomas Cook Airlines Balearics^
KTB^KT^Transaviabaltika^https://transaviabaltika.lt/
MWM^^Modern Logistics^http://modern.com.br/
^^Q45711052^http://alpine-airlines.com/
^^Pittsburgh Airways^
^^Tri-Motor Safety Airways^
^^Balkh Airlines^
^^Bamiyan Airlines^
VBB^^Alk Airlines^http://www.airvk-bg.net/
^^SkyUp^http://www.skyup.aero/
^^Danziger Luftpost^
^^Lloyd Ostflug^
^^Junkers Luftverkehr^
^^Olson Air Service^
^^Omaha Aviation Commuter^
^^Omega Air^
^^Omega Air Cargo^
^^Omni Air Express^
^^Omni Air Transport^
^OE^Omni Airlines^
^^Arizona Pacific^
^^Air Travel^
^^Calasia Air Transport^
^^Overseas National Airways^
BMS^0B^Blue Air Moravia^http://blueairmoravia.cz/
^^Orvis Nelson Air Transport Company^
^^Oneida Air^
^^Oneida County Aviation^
^^ONG Airlines^
^^Onyx Aviation^
^^Opticap Aviation^
^^Orange County Airways^
^^Zoom Zoom Air^
^^Air Charter West^
^^Zonic Airlines^
^^Zimmerly Air Lines^
^^Empire Air Lines^
^ZU^Zia Airlines^
^^Air New Mexico^
^^Zetta Jet^
^^Advanced Air Management^
RZR^^Zephyr Express^
WSW^WO^Swoop^https://www.flyswoop.com/
HD^^Holstenflug^
SZS^^Scandinavian Airlines Ireland^
EAF^^Electra Airways^https://www.electra-airways.com/
OLY^^Olympus Airways^https://www.olympusairways.gr
ISS^IG^Air Italy^https://www.airitaly.com/
^^Q50179245^
ABB^KF^Air Belgium^http://airbelgium.com/
^^Executive AirShare^https://www.execairshare.com/
MYW^MJ^MyWay Airlines^http://www.mywayairlines.com
VDR^^Voldirect^http://www.voldirect.aero
SEK^^Star East Airlines^
^^Zimbabwe Airways^
^^Air Albania^
SAS^SK^SAS Commuter^
SYK^^SATSair^http://www.satsair.com
^^SKOGA^
RSE^^SNAS Aviation^
SMC^^Sabang Merauke Raya Air Charter^http://smaccharter.weebly.com/
SGG^SG^Saeaga Airlines^
^^Safari Plus^http://www.safariplus.co.tz/
XLK^F2^Safarilink Aviation^http://www.flysafarilink.com/
SHD^6S^Sahara Airlines^
SLC^SO^Salsa d'Haiti^http://www.flysalsa.com
^^Salt Air^http://www.saltair.co.nz
SMQ^^Samar Airlines^
TGR^2S^Satgur Air Transport^
^KS^Saturn Airways^
SNI^^Savanah Airlines^
SXN^^SaxonAir^http://www.saxonair.com
^^Scandjet^http://www.scandjet.se
SCE^YR^Scenic Airlines^http://www.scenic.com
^^Scottish Airlines^
SCC^^SeaCoast Airlines^
^^Seabird Airlines^http://www.flyseabird.com
^^Seair Pacific^http://www.seairpacific.com.au/
^^Section Liaison Air Yaoundé^
SMK^E8^Semeyavia^
SEJ^^Servicio Aéreo Ejecutivo^
STU^FS^Servicios de Transportes Aéreos Fueguinos^
PSV^5S^Servicios Aéreos Profesionales^http://www.sapair.com
CRZ^SC^Serviços Aéreos Cruzeiro do Sul^
NAD^^Seulawah Nad Air^
^^Seychelles International Airways^
WZZ^W6^Wizz Air Serbia^
^^Shangri-La Air^
UGP^^Shar Ink^http://www.shar-avia.ru
SHE^^Shell Aircraft^
^^Shoal Air^http://www.shoalair.com/
^^Shock Trauma Air Rescue Society^
SHA^N9^Shree Airlines^http://www.shreeair.com/
UAL^UA^Shuttle by United^
SBD^^Sibia^http://sibia.ucoz.ru/
SPA^SI^Sierra Pacific Airlines^
SLD^^Silver Air^http://www.silverair.cz/
^SS^Silver City Airways^
^^Silverline Helicopters^
^^Simargl Air Company^http://simargl-air.ru/en
URJ^6S^Star Air Aviation^http://www.starairaviation.net
SGR^GW^SkyGreece Airlines^
MSJ^5M^SkyJet^http://www.skyjetair.com/
SLQ^^SkyLink Express^
SKI^RU^SkyKing Limited^
^KH^SkyLink Arabia^http://www.ska-arabia.com/
SSY^^Sky Aviation^
SCB^2E^Sky Cabs^
^^Sky Capital Airlines^http://www.skycapitalairlines.com/
SKG^GV^Sky Gabon^http://www.skygabon.com/
SGB^5K^Songbird Airways^
WCC^SP^Sky Pasada^http://www.skypasada.com
SKV^RS^Sky Regional Airlines^http://www.skyregional.com/
KVR^^Sky Service^http://www.sky-service.com.kz/
^^Sky Srpska^https://web.archive.org/web/20090223065125/http://www.skysrpska.aero/
^^Sky Trek International Air Lines^
^^Skycraft Air Transport^
^^Skylan Airways^
SMT^^Skyline^
^^Skynet^http://www.skynet.aero/
SIH^SI^Skynet Airlines^
EAN^NB^Skypower Express Airways^
SDL^^Skysouth^
SKZ^KI^Skyway Enterprises^http://www.skywayent.com
^^Skyways Limited^
KLO^^Skyxpress Airline^http://www.skyxpress.ca
OIR^OI^Slov-Air^
^^Smokers Express^
^^Smolenskaerotrans^
SOP^^Solinair^http://www.solinair.si/
^VL^Sonicblue Airways^
^^South Pacific Airlines of New Zealand^
^HK^South Pacific Island Airways^
^^South Phoenix Airlines^
SNK^SL^Southeast Airlines^
SJM^SJ^Southern Air Transport^
SOA^PL^Southern Air Charter^http://www.southernaircharter.com
^^Southern Skyways^http://www.southernskyways.com/
^4P^Southern Star Airlines^http://www.flysouthernstar.com
^^Southwest Air Fast Express^
BVV^^Spark+^https://web.archive.org/web/20060208042650/http://www.sparcplus.com/sparcplus/
LTS^^Specair^http://lps-aero.ru
BHV^^Specavia Air Company^
^^St. Petersburg-Tampa Airboat Line^
^^Star Air Service^
IKM^S9^Starbow^
LMZ^DZ^Starline.kz^http://www.starline.kz/
TLK^Q4^Starlink Aviation^http://www.starlinkaviation.com/
^^Starways^
^^Stout Air Services^
^^Summit Air^http://www.flysummitair.com
FDY^LW^Sun Air International^http://www.flysunairexpress.com/
SAV^ZU^Sunair^http://www.sunair.co.nz/
GAO^DC^Sundsvallsflyg^http://www.sundsvallsflyg.se/
MDT^^Sundt Air^http://www.sundtair.com
SUW^2S^Sunny Airways^http://www.sunnyair.co.th
KSZ^S6^Sunrise Airways^http://www.sunriseairways.net
EXL^CQ^Sunshine Express Airlines^http://web.archive.org/web/*/www.sunshineexpress.com.au/
HKA^SO^Superior Aviation^http://www.superioraviation.com/
SWV^WV^Swe Fly^
SWQ^Q7^Swift Air^http://www.flyswiftair.com
^^Swift Air Malawi^
^WI^Swift Aire Lines^
SFL^^Swiftair Bahrain^http://www.swiftairbahrain.com/
SWZ^LX^Swiss Private Aviation^http://www.swiss-private-aviation.com/
^^TABA – Transportes Aéreos Bandeirantes^
TAB^TT^TABA – Transportes Aéreos da Bacia Amazônica^
TCC^^TAC Colombia^http://www.taccolombia.com/inicio.html
^^TAC – Transportes Aéreos Catarinense^
TAE^GK^TAE Greek National Airlines^
^^TAE – Trabajos Aéreos y Enlaces^
^^TAS – Transportes Aéreos Salvador^
^TE^TEAL^
TMK^^TMK Air Commuter^http://www.tmkcongo.com/aviation.htm
TCT^YI^TUR European Airways^
^^Tafa Air^http://web.archive.org/web/*/http://www.tafaair.com/
CXP^XP^Tahoe Air^http://www.raspberrymedia.com/clients/tahoe-air/diamond-club/index.html
TFB^^Tair Airways^http://www.tairairways.com
^^TajAir^http://www.tajaironline.com
^^Talair^
TMI^^Tamir Airways^http://www.tamir-air.co.il/english.html
^^Tanzanair^
TRQ^3T^Tarco Airlines^http://tarcoair.co/
TVJ^^Tavaj Linhas Aéreas^
TLW^L9^Teamline Air^
TAE^GK^Technical and Aeronautical Exploitations^
TED^ZJ^Teddy Air^
TBA^^Teebah Airlines^
TBN^^Teebah Airlines^
TEE^^Teebah Airlines^
^^Tempair International Airlines^
TEN^ZN^Tennessee Airways^
TCG^T2^Thai Air Cargo^
TRB^RW^Thai Regional Airlines^http://www.thairegionalairlines.com/
^^Thomas Cook Airlines Canada^
TKC^WU^Tikal Jets Airlines^http://www.tikaljets.com
^^TimAir^http://www.timair.com/
^^Toll Priority^
TLY^PM^Top Fly^
TTL^^Total Linhas Aéreas^
TST^MC^TranStar Airlines^http://www.museair.com
TCE^^Trans-Colorado Airline^
TFA^^Trans-Florida Airlines^
TLA^T8^TransAer International Airlines^
TRZ^T9^TransMeridian Airlines^
^KH^Trans Executive Airlines^
TGY^^Trans Guyana Airways^http://www.transguyana.net/
TRD^^Trans Island Air 2000^http://www.tia2000.com
^^Trans Polar^
^^Transair^
^^Transair Georgia^
^^Transcontinental Air Transport^
TRL^T4^Transeast Airlines^http://www.junik.lv/~tea/
^KK^Transmeridian Air Cargo^
^^Transocean Airlines^
^^Transportes Aéreos Nacional^
^^Transportes Aéreos Sul-Americanos^
TCJ^^Transportes Charter do Brasil^
NDN^^Transportes Aéreos Cielos Andinos^
^^Transportes Aéreos da Índia Portuguesa^
^^Transports Aériens Intercontinentaux^
TRW^WZ^Transwestern Airlines^
TWT^^Transwisata Prima Aviation^http://transwisata.com
^^Tropical Air^
TBG^M7^Tropical Airways^
TUL^^Tulpar Air^http://www.tulpar.ru
TAJ^^Tunisavia^http://www.tunisavia.com.tn/
TCY^^Twin Cities Air Service^http://www.twincitiesairservice.com
^^U-Land Airlines^
UKI^IH^UK International Airlines^http://www.ukinternationalairlines.com/
JUS^UJ^USA Jet Airlines^http://www.usajetairlines.com
USH^UH^US Helicopter^
TUM^^UTair Cargo^http://www.utaircargo.ru/
UCC^^Uganda Air Cargo^http://www.ugandaaircargo.com
^^Ukrvozdukhput^
UJC^UE^Ultimate Air Shuttle^http://www.ultimateairshuttle.com
UTP^UW^Uni-Top Airlines^http://www.unitop-air.com/
^^Unifly Express^
^^Union Airways of N.Z. Ltd^
^^Union Aéromaritime de Transport^
^^Union des Transports Aériens de Guinée^
^^United Airlines Limited^http://www.enteruganda.com/unitedairlines.htm
^^United Airways Limited^
^^Universal Air Lines^
^^Universal Airlines^
^^Universal Aviation Corporation^
^^Universal Transportes Aéreos^
^^Upali Air^
^^Uraiavia^
^^VASD – Viação Aérea Santos Dumont^
^^VIF Airways^http://www.vifairways.com
VIL^V6^VI Airlink^http://www.viairlink.com/
^VK^Val Air^
VAA^V9^Van Air Europe^http://www.vanair.org/
VGD^NJ^Vanguard Airlines^
^^Varney Air Lines^
^^Venus Airlines^
^^Veritair^https://web.archive.org/web/20110202063906/http://veritair.com/
^^Vertical de Aviación^http://www.verticaldeaviacion.com/
^^Viabras^
^^Viação Aérea Arco-Íris^
^^Viação Aérea Bahiana^
^^Victory Air Transport^
VES^V4^Vieques Air Link^http://viequesairlink.com
VPP^VQ^Vintage Props and Jets^http://www.vpj.com
^^Vision Air Malaysia^
^^Vision Airways Corporation^
VVC^FC^VivaColombia^http://www.vivacolombia.co/
^6E^Viva Air Dominicana^http://web.archive.org/web/20070228182702/http://flyviva.com:80/index.html
^^VolAir^http://www.govolair.com/
VTK^^Vostok Aviation Company^http://www.vostokairlines.ru
^^Vuelamex^
VZL^NB^Vzlet^
^^Wasawings^
^^Waterfront Air^http://www.waterfrontair.com
^^WestAir Commuter Airlines^
^WT^West African Airways Corporation^
PCM^^West Air^http://www.westair.net
^^West Australian Airways^
^^West Coast Airlines^
WST^WT^Western Air^http://www.westernairbahamas.com/
^^Western Express Air^
^^Westward Airways^
WTJ^W7^Whitejets^
WNA^^WinAir Airlines^
^^Windward Express^
WAW^WQ^Wings Airways^
^^Winnport^
^^Wolverine Air^http://www.wolverineair.com/
WNR^^Wondair^http://www.wondair.com/
^^World-Wide Airways^
WAL^K8^World Atlantic Airlines^http://www.flywaa.com
WRT^FW^Wright Airlines^
XOJ^^XOJET^http://www.xojet.com/
CXP^XP^Xtra Airways^http://www.xtraairways.com/
EMJ^Y0^Yellow Air Taxi^
ERV^^Yerevan-Avia^http://www.yer-avia.am/
ZAK^K8^Zambia Skyways^
^^Zantop Air Transport^
^^Zantop International Airlines^
PZY^^Zapolyariye^
CJG^^Zhejiang Airlines^http://wayback.archive.org/web/*/http://zjair.com
JTU^^Zhetysu^
FEM^SA^Zimbabwe Airlink^
EZX^Z7^Zimbabwe Express Airlines^
IMX^C4^Zimex Aviation^http://www.zimex.ch/
^^Zonalnoye Air Enterprise^
UKZ^ZX^Zoom Airlines Limited^http://www.flyzoom.com
TIH^^Țiriac Air^http://www.tiriacair.ro/
^HS^Aeral^
^^Q8192329^
GNC^LQ^Q8192330^
RTM^7T^DHL Ecuador^
ICT^RS^Intercontinental de Aviación^
JXT^^Jetstream Express^http://www.jetstreamexpress.com/
MTZ^Z8^Mali Airways^
SIK^^Silver Sky Airlines^http://www.silversky.com.ar
SKT^^Sky Service Aviation^
TDC^^Tadair^
GZQ^Z4^Zagrosjet^http://www.zagrosjet.com
^^Hong Kong Airways^
NHG^N7^Brava Linhas Aéreas^
ITB^Q9^Interbrasil STAR^
^^Itapemirim Transportes Aéreos^
^2L^Línea Aérea de Entre Ríos^
^^Líder Aviação^https://www.lideraviacao.com.br/en/
PEP^5P^Pena Transportes Aéreos^
SID^^Sideral Air Cargo^http://www.sideralaircargo.com.br/
^^SAVAG – Sociedade Anônima Viação Aérea Gaúcha^
^^Via Brasil Linhas Aéreas^
^^Air Centrafrique^
JCS^OJ^Air Prishtina^
^^Bromma Business Jet^
^^Q10423564^
^^Q10731177^
^^BCWest Air^
LYC^L2^Lynden Air Cargo^http://www.lac.lynden.com/lac/
LXF^^Lynx Air International^http://www.lynxair.com/
AWE^US^US Airways Shuttle^
WZP^3J^Zip^https://web.archive.org/web/*/www.4321ZIP.com
SDE^OY^Soder Airlines^
LXO^^Luxor Air^
^^Shantou Airlines^
^^Mid-Sea Express^
MYI^7M^MAYAir^http://mayair.com.mx
MKN^M8^Mekong Airlines^
TMN^HJ^Tasman Cargo Airlines^http://www.tasmancargo.com/
DAK^^First Flying^http://www.dai1air.com/
AIH^KJ^Air Incheon^http://www.air-incheon.com/en/
FYA^^Saicus Air^
^^Hokkaido Aviation^http://www.hokkaido-koku.co.jp/
NJA^^New Japan Aviation^http://www.nja.aero/
^^Japan Airlines Transportation Institute^
NSK^^Nishi Nippon Airlines^http://www.nishiku.co.jp/
EKY^^EasySky^http://easysky.hn/
^^FlySur^http://www.flysur.com/
^I2^Magenta Air^
KUY^^Kaz Air Trans^
KBL^^Kabul Air^
^^Q11904520^
^^Airlift^
^^Deccan Airways Limited^
^^West Norway Airlines^
URX^^Eurex Airlines^http://www.eurexairlines.com/
HZA^BN^Horizon Airlines^
MOS^MO^Misr Overseas Airways^
MSS^KN^Morris Air^
^NS^Northeast Airlines^
^^PEOPLExpress^
RFS^^Rossair^http://www.rossaircharter.com.au/
TVP^3Z^Travel Service Polska^
WEN^WR^WestJet Encore^http://www.westjet.com/encore
LLY^LY^Melilla Airlines^http://www.flymelilla.es/
^^Flying Enterprise^
JAT^JU^Jat Airways^http://www.Jat.com
^^Impro Airways^
^^Inland Pacific Air^
^^Lorena Airlines^
^^Q12501056^
^^Point Air^
SZB^^Samoa Air^
BZW^Z4^Zircon Airways Benin^
^^Hongik Air Service^http://www.hongikair.com/
^AB^Borneo Airways^
SNR^1Y^Sun Air^http://www.sunairgroup.com/
CAS^CS^Cambrian Airways^
LTU^LT^Air Lituanica^http://www.airlituanica.com
LXR^LK^Air Luxor^http://web.archive.org/*/http://www.airluxor.com
^^Air Odisha^http://www.airodisha.com/
RVF^7H^Era Alaska^http://www.flyravn.com
^^Q13427617^
^^Q13428463^
^^Q13428464^
^ML^Q13428478^
^^Q13428842^
^^Kerala Seaplane^http://keralaseaplane.com/index.php
^^Q13638613^
^^Q13641170^
RLX^6G^Go2Sky^http://www.go2sky.eu/
GTA^E8^City Airways^http://www.cityairways.co.th/
^^Q13766464^
HUN^^Sólyom Hungarian Airways^
^^Link Airs^http://linkairs.jp/
^RL^Q14254215^
^^Q14293381^
^W7^Q14313933^
KDR^6D^Royal Daisy Airlines^
^^Q14526963^
IZG^ZV^Zagros Airlines^http://www.zagrosairlines.com/english.aspx
IZG^ZV^Zagros Airlines^https://www.zagrosairlines.com/
KSD^KW^KAS Air Company^
PRH^^Pro Air^http://web.archive.org/web/*/http://www.proair.com
CSQ^II^IBC Airways^http://www.ibcairways.com/
MRR^^San Juan Airlines^http://www.sanjuanairlines.com/
^^Indigo Airlines^
MIS^IU^Midstate Airlines^
CXP^XP^SkyValue^http://web.archive.org/web/*/http://www.flyskyvalue.com
PAQ^PE^Pacific Air Express^http://www.pacificairexpress.com.au/
CXP^XP^Western^
^^Island Air Charters^http://www.islandair.co.nz/
^^Island Airways^
LSS^AD^Lone Star Airlines^
^^MAXavia^
^HI^Hong Kong Air International Ltd^
^IS^Sunways^
MGK^^Mega Aircompany^http://www.megaair.kz/
SWI^JK^Sunworld International Airways^
INJ^^InterJet^http://www.interjet.gr/
WWM^EM^Wings West Airlines^
SAN^WB^SAN Ecuador^
JTT^^Jet-2000^http://www.jet2000.ru
^JY^Intra Airways^
PTV^^Puntavia^
GAK^5S^Global Aviation and Services Group^http://www.global-aviationgroup.com
NCE^5N^Northcoast Executive Airlines^
SRO^UF^Servicios Aereos Rutas Oriente^
^SX^Skyways Coach-Air Limited^
SRY^^Streamline Air^
HND^OI^Hinterland Aviation^http://www.hinterlandaviation.com.au/
^HU^Trinidad and Tobago Air Services^
^YE^Yanda Airlines^
MKP^^Adygea Airlines^
KTS^^Transair-Gyraintiee^https://web.archive.org/web/20100721101412/http://www.aktag.ru/
CDV^^Skol Airlines^http://www.skol.ru
^^Elbee Airlines^
KZH^^Zhezkazgan Air^http://www.zhezair.kz/
^^Iloilo-Negros Air Express^http://www.inaec.com.ph
ARU^AG^Aruba Airlines^http://www.arubaairlines.com/
^W2^Maastricht Airlines^http://www.maastricht-airlines.com
WKT^^DEA Aviation Limited^http://www.diamond-executive.aero
KCA^KI^Aviatrans Kiev^
^^Cherry Red Airline^
^U9^SriLankan AirTaxi^
NEP^NP^NEPC Airlines^
^^Austrian myHoliday^
ATC^TC^Air Tanzania Corporation^
TDM^TQ^Tandem Aero^http://www.tandemaero.md/
ABP^^ABS Jets^http://www.absjets.cz
SAS^SK^Scandinavian Airlines^https://www.flysas.com
^^Japan Domestic Airlines^
CHQ^RP^Chautauqua Airlines^http://www.flychautauqua.com
ACA^AC^Air Canada^https://www.aircanada.com
NWA^NW^Northwest Airlines^http://web.archive.org/*/www.nwa.com
KLM^KL^KLM^http://www.klm.com
NGE^8G^Angel Air^
OAI^OD^Tor Air^http://www.torair.com/
^^Air Caledonian^
CTN^OU^Croatia Airlines^http://www.croatiaairlines.hr/
TJK^7J^Tajik Air^http://www.tajikair.tj/
^^Koryak Air Enterprise^
VRD^VX^Virgin America^http://www.virginamerica.com
LDE^5U^LADE^http://www.lade.com.ar/
^PQ^Prinair^
ETJ^^East Air^http://www.eastair.tj/index.php?lang=ru
^^Q2749294^
LAI^^Linus Airways^http://www.linusairways.com/
SYA^FS^Syphax Airlines^http://www.flysyphax.com/
LAP^PZ^Transportes Aéreos del Mercosur S.A^https://www.latam.com/es_py/
DQA^Q2^Maldivian^http://www.maldivian.aero/
^SH^Sharp Airlines^http://www.sharpairlines.com.au
MAE^^Mali Air^http://www.maliair.com/
JOY^JR^Joy Air^http://www.joy-air.com/
ORK^OR^Orca Airways^http://www.flyorcaair.com/
DKH^HO^Juneyao Airlines^http://www.juneyaoair.com
PEO^^Petro Air^http://www.petroair.ly/
AEU^5W^Astraeus Airlines^http://www.flyastraeus.com
LAO^QV^Lao Airlines^http://www.laoairlines.com/
BLB^^Blue Bird Aviation^http://www.bluebirdsudan.com
