3char_code^2char_code^name^website
AAM^^Air America^
WSF^WH^Westair Benin^http://www.westairbenin.com/index.php
^^Q3340324^
^^Q3341815^
NRL^N5^Nolinor Aviation^http://www.nolinor.com/
NDR^ND^Nordair^
NBA^^Northeast Bolivian Airways^http://www.neba-airlines.com/
OCM^UQ^O'Connor Airlines^http://www.oconnorairlines.com.au/
^^On Air^http://www.flyonair.it
NKF^8N^Barents AirLink^http://www.barentsairlink.se/
OGN^QO^Origin Pacific Airways^
^^Overseas National Airways^
PWA^PW^Pacific Western Airlines^
^^Danish Air Lines^
SUB^^Pet Airways^
DNM^J7^FlyNonstop^http://www.flynonstop.no/
IRP^2F^Payam Air^http://www.payamaviation.ir
PVU^3O^Peau Vavaʻu^
RAC^^Icar Air^
PTR^9P^Petra Airlines^http://www.flypetra.com/
^^Q3396960^
PRB^YS^Proteus Airlines^
PVL^PB^Provincial Airlines^http://www.provincialairlines.ca
QSM^QB^Qeshm Air^http://www.qeshm-air.com/home.asp
^Q0^Quebecair Express^
^^Regional^
^^Australian National Airways^
^^Krohn Air^http://www.krohnair.no
ETS^^Wings of Bornholm^http://www.wingsofbornholm.dk
^^Jämtlands Flyg^http://www.jamtlandsflyg.se
^^Rousseau Aviation^
RAC^VJ^Royal Air Cambodge^http://www.royal-air-cambodge.net
RXP^FN^Royal Air Maroc Express^http://www.royalairmaroc.com
ROY^QN^Royal Aviation^
HRH^WR^Royal Tongan Airlines^
VNR^WB^Wan Air^http://www.wanair.pf/
SBZ^ZM^Scibe Airlift^
SBS^BB^Seaborne Airlines^http://www.seaborneairlines.com/
SVV^VC^Servivensa^
MYA^^Mýflug^http://www.myflug.is
^^Slick Airways^
OSL^SO^Sosoliso Airlines^http://web.archive.org/web/*/http://sosolisoairline.com/
SOU^SO^Southern Airways^
LIN^^Aerolimousine^http://www.aerolimousine.ru/eng/
EAT^^Air – Transport Europe^http://www.ate.sk/
RFJ^RL^Royal Falcon^http://www.royalfalcon.com.jo/
VXP^^Mali Air Express^
ATG^^Aerotrans^
DIS^^Di Air^http://www.diair.net
VIA^VA^Viasa^
RKM^RT^RAK Airways^http://www.rakairways.com/
OHY^8Q^Onur Air^https://www.onurair.com/
NYT^YA^Yeti Airlines^http://www.yetiairlines.com
SOV^6W^Saratov Airlines^http://www.saratovairlines.ru
GBL^GT^GB Airways^http://web.archive.org/web/*/http://www.gbairways.co.uk/
^^Q1485399^http://www.gfd.de/
PSA^PS^Pacific Southwest Airlines^
SZL^4Z^Swaziland Airlink^http://www.flyswaziland.com/
GBK^GY^Gabon Airlines^http://www.gabonairlines.com
GBE^^Gabon Express^
GUM^^Gum Air^
^^Q1492936^
^ST^Sita Air^http://www.sitaair.com.np/
GQ^^General Air^
SAH^W7^Sayakhat Airlines^http://www.sayakhat.kz/
EJA^1I^NetJets^http://www.netjets.com
TSD^R9^TAF Linhas Aéreas^http://www.voetaf.com.br/
GNN^4L^Georgian International Airlines^http://www.avia.ge/
SVG^^SVG Air^http://flysvgair.com/
PFY^QH^Pel-Air^http://www.pelair.com.au
JUB^6J^Jubba Airways^http://www.jubbaairways.com
SLR^Y7^Silverjet^http://web.archive.org/web/*/http://www.flysilverjet.com
^GH^Ghana Airways^
KYY^IK^Kaya Airlines^http://www.transairways.co.mz/
TDR^C3^Trade Air^http://www.trade-air.com/
TDR^8P^Trade Air^http://www.trade-air.com/
MXU^^Maximus Air Cargo^http://www.maximus-air.com/en/
^AE^Air Ceylon^
TAE^EQ^TAME^http://www.tame.com.ec
MVD^KV^Kavminvodyavia^
VNE^VN^Venezolana^http://www.ravsa.com.ve/
GJS^G7^GoJet Airlines LLC^http://www.gojetairlines.com/
BRX^DC^Braathens Regional^https://www.flygbra.se/#m
MES^XJ^Mesaba Airlines^https://www.mesaba.com/
LCB^W4^LC Perú^http://www.lcperu.pe/
JTE^NC^Cobham Aviation Services Australia^http://www.cobham.com.au/
JIA^US^PSA Airlines^http://www.psaairlines.com/
HOA^H5^Hola Airlines^http://www.holaairlines.com/
^^Imperial Air Cargo^http://www.safair.com/
PUA^PU^PLUNA^http://www.flypluna.com
GDC^CN^Grand China Air^http://www.grandchinaair.com
SHY^ZY^Sky Airlines^http://www.skyairlines.net/
WLX^^West Air Luxembourg^http://www.westair.lu/
TDK^PH^Transavia Denmark^
NVS^SG^Nouvelle Air Affaires Gabon^http://www.sn2ag.com/
SGG^DN^Sénégal Airlines^http://www.senegalairlines.aero/
KIR^^Krabi Airline^http://www.krabi-airline.com/
GFA^GF^Gulf Traveller^
SIL^3M^Silver Airways^http://www.silverairways.com
VIV^FV^Viva Air^
RSN^ZC^Royal Swazi National Airways^http://www.royal-swazi.com
NMA^NE^Nesma Airlines^http://www.nesmaairlines.com/
HAS^HX^Hamburg Airlines^
HCW^V9^Star1 Airlines^http://www.star1.lt/en/
GAI^3R^Moskovia Airlines^
WAL^WA^Western Airlines^
HFL^^Hanseflug^
SEH^GQ^Sky Express^http://www.skyexpress.gr/
LIB^IJ^Air Liberté^http://www.airlib.fr
ART^6Y^SmartLynx Airlines^http://smartlynx.aero/
UEA^EU^Chengdu Airlines^http://www.chengduair.cc/
^^British Commonwealth Pacific Airlines^
^^Instone Air Line^
HGL^LE^Helgoland Airlines^
^^Q1602451^
HEJ^T4^Hellas Jet^http://www.hellas-jet.com/
HEJ^HJ^Hellas Jet^http://www.hellas-jet.com/
IMP^HT^Hellenic Imperial Airways^http://www.hellenicairways.com
KPA^VD^Henan Airlines^http://www.kunpeng-air.com/
SWT^W3^Swiftair^http://www.swiftair.com/
^^Hooters Air^
^^LAPE^
CWU^WU^Wuhan Airlines^
HCC^HC^Holidays Czech Airlines^http://www.holidayscsa.com/en/worldwide/holidayscsa_intropage.htm
PIR^NR^Pamir Airways^
PIR^PM^Pamir Airways^
SGN^5E^Nok Mini^http://www.nokmini.com
^3G^Moscow Airlines^http://flymoscow.ru
^7B^Moscow Airlines^http://flymoscow.ru
NEA^NE^Northeast Airlines^
IBS^I2^Iberia Express^http://www.iberiaexpress.com
ICJ^^Icejet^http://www.icejet.is/
KGL^7K^Kogalymavia^
OLY^ML^Olympic Aviation^http://195.167.49.231/olav/auxfiles/olavhomeUK.aspx?AspxAutoDetectCookieSupport=1
INC^7I^Insel Air^http://www.fly-inselair.com/
INX^6K^Inter Airlines^http://www.interekspres.com
RPA^RW^Republic Airline^http://www.flychautauqua.com/
RPA^YX^Republic Airline^http://www.flychautauqua.com/
^^Palau Micronesia Air^
IAX^^Island Express Air^http://www.islandexpressair.com
^^Istanbul Airlines^
ACL^FS^ItAli Airlines S.p.A.^
ACL^9X^ItAli Airlines S.p.A.^
IKA^GI^Itek Air^
^^Skyline Airways^http://web.archive.org/web/*/http://www.skyair.com.np
LKR^GK^Laker Airways^
^^JetGreen Airways^
JA^^Jetair^
JGO^SG^Jetsgo^http://web.archive.org/web/*/http://www.jetsgo.net/
^V4^Q2519047^
TPB^^Aero Tropical^
^^Q2520167^
MVL^H5^MAVIAL Magadan Airlines^http://mavial.magtrk.ru
^^Q2527525^
^^Q2527591^
GNF^G7^Gandalf Airlines^
^5Q^Q2533250^
AIA^AI^Airmark Indonesia^
^^Q2537741^
^^Q2538177^
LMT^^Almaty Aviation^http://en.alaport.com/business/almatyaviation/
RGN^XG^Gestair Cargo^http://www.cygnusair.com
VCX^VC^Ocean Airlines^
DAG^N2^Dagestan Airlines^
UKW^5V^Lviv Airlines^http://www.avia.lviv.ua/
KLM^^KLM Interinsulair Bedrijf^
WSG^WT^Wasaya Airways^http://www.wasaya.com/
CRB^^Caricom Airways^
SLR^Q7^Sobelair^
^^Q2557066^
BFF^^Air Nunavut^http://www.airnunavut.ca
AIN^^African International Airways^http://www.aiaflycargo.com/
CNB^ZM^CityLine Hungary^http://www.cityhun.hu/
GBB^QG^Global Aviation^http://www.g-airways.com/
^^Westair Aviation^
PDF^7V^Pelican Air Services^http://www.pelicanair.co.za
VOS^6P^Rovos Air^http://rovosair.co.za/
AQU^^AirQuarius Aviation^http://www.airquarius.com/
NTN^YJ^National Airways Corporation^https://www.nac.co.za/
CPH^^Champagne Airlines^
BTR^B8^Botir-Avia^
ABG^4R^Abakan-Avia^http://www.abakan-avia.com
JIB^^Azmar Airlines^http://www.azmarairline.org/
DRU^6R^ALROSA^http://www.alrosa.aero
ABJ^^Abaeté Linhas Aéreas^http://www.abaete.com.br/
^^Q2585650^
CCG^CQ^Czech Connect Airlines^http://www.flycca.net/
^^Q2592725^
EGN^^Eagle Aviation France^http://www.eagle-aviation.net/
MKU^WP^Island Air^http://www.islandair.com/
AKY^^Yak-Service^http://yakservice.ru/
SND^^Skytraders^http://www.skytraders.com.au/
AXN^^Alexandair^http://www.alexandair.com/
IAA^IO^Indonesian Airlines^
^^Q2611893^
FRJ^6F^Afrijet Airlines^http://www.flyafrijet.com/
FRN^^First Nation Airways^http://www.flyfirstnation.com/
CGK^C4^Click Airways^
UTY^QQ^Alliance Airlines^http://www.allianceairlines.com.au/
BGL^A8^Benin Golf Air^http://wayback.archive.org/web/*/https://web.archive.org/web/*/http://www.benin-golf-air.com
DIR^AW^Dirgantara Air Service^
^^Q2644312^
^^Q2646846^
KZS^ZS^Kazaviaspas^http://kazaviaspas.kz/?lang=en
SKK^^SkyLink Aviation^http://www.skylinkaviation.com/
EXZ^B5^East African Safari Air^
EXZ^RX^East African Safari Air^
VXG^G2^Jet Express^
NAS^UE^Nasair^http://www.nasair.aero/
BGD^^Air Bangladesh^
CGI^^RusAir^http://eng.rusair.com/start.shtml
^^Q2664622^
^J0^Q2665363^
TNM^3P^Tiara Air^http://www.tiara-air.com/
OBS^6O^Orbest^http://www.orbest.com
ITK^ID^Interlink Airlines^http://www.flyinterlink.co.za//
^I6^Q2671015^
IZA^I8^Izhavia^http://www.izhavia.su/
^^Blu-express^http://www.blu-express.com
PFZ^P0^Proflight Commuter Services^http://www.flyzambia.com/
CMK^^Chernomor-Avia^
LCG^4V^Lignes Aériennes Congolaises^
SPN^^Scorpion Air^
^^De Kroonduif^
CHG^^Challenge Aero^http://www.challenge.aero/
CRA^C8^Cronos Airlines^http://www.cronosair.com/
^^Q2694487^
TGA^YT^Air Togo^
ATQ^^Air Turquoise^
UKS^6Z^Ukrainian Cargo Airways^http://www.avia-uca.com.ua/
WEA^W2^White Eagle Aviation^
OAC^OA^Orbit Express Airlines^
^^Aéropostale^
^PQ^Transafrik International^http://www.transafrik.com
^^Q2726510^
MRW^6V^Mars RK^http://www.mrk.com.ua
^^Q2729316^
TEA^HE^Trans European Airways^
MNX^JE^Manx Airlines^
^^Q2734772^
^^Q2735167^
KMZ^KR^Comores Aviation International^http://www.comoresaviation.com/
KMZ^O5^Comores Aviation International^http://www.comoresaviation.com/
AEG^^Airest^http://www.airest.ee/
EXN^^Exin^http://www.exin.pl/
KHO^^Khors Air^http://www.khors.com.ua/
HRM^H3^Hermes Airlines^http://www.hermesairlines.gr/
BBG^BZ^Bluebird Airways^http://www.bluebirdair.gr/
^^Q2745353^http://www.aerokuzbass.narod.ru
DNL^SK^Norwegian Air Lines^
^^Casa Air Service^http://www.casaairservice.ma/
TKY^9I^Thai Sky Airlines^http://web.archive.org/web/*/http://www.thaiskyairlines.com
STK^EI^Aer Lingus Regional^http://www.aerlingus.com
LMU^UJ^AlMasria Universal Airlines^http://www.almasriaairlines.com/
LAN^LA^LATAM Chile^http://www.latam.com/
VSV^DV^SCAT Airlines^http://www.scat.kz/
SXP^^Direct Fly^http://www.directfly.pl/
LNE^XL^LATAM Ecuador^https://www.latam.com/es_ec/
IRX^^Aria Air^http://www.ariaairline.ir/
AFG^FG^Ariana Afghan Airlines^http://www.flyariana.com
RPH^RH^Republic Express Airlines^http://www.rpxholding.com/index.php
TWI^TI^Tailwind Airlines^http://www.tailwind.com.tr/
TYR^VO^Tyrolean Airways^http://www.tyrolean.at
ARA^W3^Arik Air^http://www.arikair.com/
ESK^NE^SkyEurope Airlines^http://web.archive.org/*/www.skyeurope.com
HHI^4R^Hamburg International^http://web.archive.org/web/20110509011435/http://www.hamburg-international.de/en/
EDW^WK^Edelweiss Air^http://www.edelweissair.com
IYE^IY^Yemenia^http://yemenia.com/
SOR^^SonAir^http://www.sonair.co.ao
CAO^CA^Air China Cargo^http://www.airchina.com.cn/
^^Air Canada Express^
AYG^YH^Yangon Airways^http://www.yangonair.com/
CRX^LX^Crossair^
DAL^DL^Song^http://web.archive.org/*/www.flysong.com/
CAI^XC^Corendon Airlines^http://www.corendon-airlines.com/
TCV^VR^TACV^http://www.flytacv.com
FYA^^Flyant^http://www.flyant.es/
JET^IV^Wind Jet^http://www.volawindjet.it
IFS^IF^Italy First^
FHE^HW^Hello^
JAG^^Jetalliance^http://www.jetalliance.at/
PVN^P9^Peruvian Airlines^http://www.peruvian.pe/pe/en/
VCV^V0^Conviasa^http://www.conviasa.aero
AUB^IQ^Augsburg Airways^
PDT^PI^Piedmont Airlines^
RNV^U8^Armavia^
^^Mission Aviation Fellowship^
RUS^C9^Cirrus Airlines^
CXI^8C^Shanxi Airlines^
HSI^^Heliswiss^http://www.heliswiss.com/
ERT^B8^Eritrean Airlines^http://www.eritrean.aero/
BWG^QW^Blue Wings^http://www.bluewings.com/cms/index.php?no_cache=1&id=191&L=1
PTI^PT^PrivatAir^http://www.privatair.com
PTI^PV^PrivatAir^http://www.privatair.com
DLH^LH^Lufthansa Italia^http://italia.lufthansa.com
RHA^RH^Robin Hood Aviation^
TAM^JJ^LATAM Brasil^https://www.latam.com/pt_br/
VJS^^VistaJet^http://www.VistaJet.com/
GLO^G3^Gol Transportes Aéreos^http://www.voegol.com.br
^^Jetclub^
TAR^TU^Tunisair^http://www.tunisair.com/
SRK^SX^Sky Work Airlines^http://www.flyskywork.com
SWR^SR^Swissair^http://www.swissair.aero
SKB^SX^Skybus Airlines^http://web.archive.org/web/*/http://www.skybus.com
STY^Z2^Styrian Spirit^https://web.archive.org/web/20051230224615/www.styrianspirit.com/index.php?home_de
ISK^3L^InterSky^http://www.flyintersky.com/
HLX^X3^Hapag-Lloyd Express^http://www.hlx.com/
HLX^X3^Hapag-Lloyd Express^http://www.tuifly.com
GMI^ST^Germania^http://www.flygermania.de/
UIA^B7^Uni Air^http://www.uniair.com.tw/
JAA^EG^Japan Asia Airways^http://www.japanasia.co.jp/
BMR^BM^Flybmi^https://www.flybmi.com/
OLT^OL^OLT Express Germany^http://www.olt.de
OLT^S2^OLT Express Germany^http://www.olt.de
APW^JW^Arrow Air^http://www.arrowcargo.com/
FEA^FE^Far Eastern Air Transport^http://www.fat.com.tw/
LTU^LT^LTU International^
DAC^DA^Daily Air^http://www.dailyair.com.tw/
EVA^BR^EVA Air^http://www.evaair.com
^^Aryan Cargo Express^http://www.acex.in/
CSH^FM^Shanghai Airlines^http://www.shanghai-air.com
OCA^R7^Aserca Airlines^http://www.asercaairlines.com
LGL^LG^Luxair^http://www.luxair.lu/
JAI^9W^Jet Airways^http://www.jetairways.com
VOZ^VA^Virgin Australia^http://www.virginaustralia.com/
SDM^FV^Rossiya^http://www.rossiya-airlines.com
CCE^OE^Cairo Aviation^http://www.cairoaviation.com/
HMS^DU^Hemus Air^http://www.air.bg
CEL^C2^Ceiba Intercontinental Airlines^https://es-es.facebook.com/Oficial.Ceiba.Intercontinental
DBH^NS^Northeast Airlines^
BHY^KT^Birgenair^http://www.birgenairva.com
BHA^U4^Buddha Air^http://www.buddhaair.com/
SKY^BC^Skymark Airlines^http://www.skymark.co.jp
BGT^^Bergen Air Transport^http://www.bergenair.no/
CRC^QC^Camair-Co^http://www.camair-co.cm/
SBI^S7^S7 Airlines^https://www.s7.ru/
EEZ^GJ^Eurofly^http://www.eurofly.it
^^Air Trust^
KFR^IT^Kingfisher Airlines^
NXA^7A^Air Next^http://www.airnext.ana-g.com/
REG^8N^Regional Air Services^http://www.regionaltanzania.com/
AWQ^QZ^Indonesia AirAsia^http://www.airasia.com/
CYP^CY^Cyprus Airways^
^^Q747829^http://www.air-loyaute.nc
SRH^FT^Siem Reap Airways International^http://web.archive.org/*/http://www.siemreapairways.com
GRS^^Golden Rule Airlines^http://www.goldenruleairlines.org
LLB^LB^Lloyd Aéreo Boliviano^http://www.labairlines.com.bo
CFP^CF^Faucett Perú^
AZI^A2^Astra Airlines^http://www.astra-airlines.gr/
RYL^^Royal Air^
MLI^^Mais Linhas Aéreas^http://www.voemais.com.br
WLA^^Airwaves Airlink^
TNW^^Trans Nation Airways^http://www.midroc-ethiotechgroup.com/TNA/TNA-HOME%20PAGE/TNA-HOME%20PAGE.html
MEG^LV^Mega Maldives^http://www.megamaldivesair.com
KKA^^Kazan Air Enterprise^http://www.kazanavia.com/company
KLS^KD^Kalstar Aviation^http://www.kalstaronline.com
NIS^6Y^Nicaragüense de Aviación^http://www.taca.com
^^Q4230402^
CAD^8F^Cardig Air^http://www.cardigair.com/
STY^Z2^Slovenian Spirit^https://web.archive.org/web/20050427185959/www.slovenianspirit.com/index.php?home_en
CSS^O3^SF Airlines^http://www.sf-airlines.com
LRW^^Al Rida Airways^
ATK^^AeroTACA^
PFN^^Pan African Air Services^
OAO^^2nd Arkhangelsk United Aviation Division^
AQT^^Avioquintana^http://www.avioquintana.com
^^Kalimantan Air Service^
RLE^C7^Rico Linhas Aéreas^
AVT^^Asia Avia Airlines^
BFR^3B^Burkina Airlines^
IIN^H4^Inter Islands Airlines^
ALV^^Aeropostal^
ESF^E7^Estafeta Carga Aérea^http://www.estafetacargo.com/
^^Diexim Expresso^http://www.dieximexpresso.com/
ARI^AR^Air Regional^http://www.airregional.webs.com/
BNX^KG^LAI – Línea Aérea IAACA^
ENI^^Enimex^http://www.enimex.ee/
^^Moscow Aircraft Overhaul Plant^http://www.marzrosto.ru
^^Rosneft-Baltika^
^^Court Line Aviation^
FSW^F3^Faso Airways^
DYE^^Dynamic Airlines^
^^Q4345196^
ZAW^3Z^Zoom Airways^http://www.benisongroup.com/zoom/
^^Air BC^
^^Falkland Islands Government Air Service^http://www.fig.gov.fk/figas/
^^Tatneftaero^
FDD^^Feeder Airlines^
ARN^QK^Air Nova^http://web.archive.org/web/*/www.airnova.ca/
^RK^Region Avia^http://www.regionavia.ru/eng/
^^Dobrolyot^
NES^JH^Nordeste Linhas Aéreas Regionais^
ANI^^Aeronica^
GAL^7O^Galaxy Air^http://www.galaxy.aero
^^Aerovias Brasil^
NLK^^Khabarovsk Airlines^http://khabavia.ru
^^Q4528277^
JLB^^Jhonlin Air Transport^
FOF^FO^Fred Olsen Air Transport^
^^Swedish Intercontinental Airlines^
HKS^L5^CHC Helikopter Service^http://www.chc.ca
NOF^^Fonnafly^
HHE^^Heli Holland^http://www.heliholland.nl/
BOI^PR^2GO^http://www.2go.com.ph/
^^AAXICO^
ABP^^ABA Air^
^^ACE Freighters^
^7P^APA International Air^
ABO^^APSA Colombia^http://www.apsa.com.co/
PAY^A8^ARPA – Aerolíneas Paraguayas^
^^ASACO^
^^ASTA Linhas Aéreas^
ABZ^^ATA Brasil^
^^ATA Connection^
^^Abaco Air^http://www.flyabacoair.com
AUH^MO^Abu Dhabi Amiri Flight^
^^Exact Air^
CYD^ZA^AccessAir^http://web.archive.org/web/*/http://www.accessair.com
^^Aden Airways^
AOL^^Aeolian Airlines^http://www.aeolianairlines.com/
^^AeroEjecutiva^
CND^9D^Aero Continente Dominicana^
NTI^C7^Aero Continente Chile^
AEK^^Aero Costa Rica^
CUA^^Aero Cuahonte^http://www.aerocuahonte.com.mx/''defunct''
^^Aero Geral^
AJE^^Aero Jet Express^
AMA^^Aero Majestic Airways^http://aeromajestic.blogspot.com/
ASO^^Aero Slovakia^http://www.aeroslovakia.sk/
^^Aero Virgin Islands^
RZL^Z9^Aero Zambia^
AEO^EO^Aeroamerica^
AOG^2D^Aero VIP^
^^Aeroasis^http://www.aeroasis.com
ACU^^Aerocancun^
CBE^QA^Aerocaribe^
PRV^VM^Aerochaco^http://www.aerochaco.com.ar/
MCC^^Aerocom^
CFF^^Aerofan^http://www.aerofanfto.com/
LFT^^Aerolift Philippines^
^^Aerolift^
ERN^^Aerolinair^
^^Aerolloyd Iguassu^
LET^^Aerolíneas Ejecutivas^http://www.aerolineasejecutivas.com/
ANQ^^Aerolínea de Antioquia^http://www.ada-aero.com/
^^Aerolíneas de El Salvador^
MAS^N3^Aerolíneas Mas^http://www.aerolineasmas.com/
^^Aeromak^http://www.aeromak.com.mk/
ROM^BQ^Aeromar Líneas Aéreas Dominicanas^
AZQ^7L^Silk Way Airline^http://www.silkway-airlines.com
AZQ^ZP^Silk Way Airline^http://www.silkway-airlines.com
SXD^XG^SunExpress Deutschland^http://www.sunexpress.de/
KBA^4K^Kenn Borek Air^http://www.borekair.com
REP^RC^Republic Airlines^
^^Société Générale des Transports Aériens^
KBR^K7^KoralBlue Airlines^http://www.flykoralblue.com/
^^Compagnie Internationale de Navigation Aérienne^
ALP^LP^Air Alpes^http://www.airalpes.com
KTK^ZF^Azur Air^http://www.azurair.com/
MDV^2M^Moldavian Airlines^http://www.mdv.md
GNX^^Genex^http://www.genex.by/
LTE^XO^LTE International Airways^
QTM^QO^Quantum Air^http://www.quantum-air.com/
DAN^DM^Maersk Air^http://www.maersk-air.com
RIU^PK^Riau Airlines^http://www.riau-airlines.com
TSK^^Tomsk Avia^
KOS^^Kosova Airlines^http://www.kosovaairlines.com/
PAB^PB^Panair do Brasil^
^^Trawel Fly^
CXJ^XO^China Xinjiang Airlines^
NWL^HW^North-Wright Airways^http://www.north-wrightairways.com
SHK^7Q^Shorouk Air^
^^SCADTA^
VKG^DK^Scanair^
CAT^^Copenhagen Air Taxi^http://www.aircat.dk
NFA^M3^North Flying^http://www.northflying.com
ISL^X9^City Star Airlines^http://www.citystarairlines.com
LBW^4H^Albatros Airways^http://web.archive.org/web/*/http://www.albatrosairways.info/
LTR^L5^Lufttransport^http://www.lufttransport.no
XLF^SE^XL Airways France^http://www.xlairways.fr
TAK^U9^Tatarstan Airlines^http://www.tatarstan.aero/en
LAJ^KJ^British Mediterranean Airways^http://web.archive.org/web/*/http://flybmed.com
LYN^QH^Kyrgyzstan Air Company^http://www.air.kg/
MDL^9H^MDLR Airlines^http://www.mdlrairlines.in
KYV^YK^Cyprus Turkish Airlines^
SRU^2I^Star Perú^http://www.starperu.com
^^Conair of Scandinavia^
LGA^N7^LagunAir^
AUA^NG^Lauda Air^https://web.archive.org/*/http://www.laudaair.com
^^Q1807464^
SKX^JZ^Skyways^
^^748 Air Services^http://www.748airservices.com/
SBU^PV^St Barth Commuter^http://www.stbarthcommuter.com
NSE^9R^SATENA^http://www.satena.com
NSE^9N^SATENA^http://www.satena.com
LVG^LM^Livingston Energy Flight^http://www.livingstonair.it
PEN^KS^PenAir^http://www.penair.com/
NVR^N9^Novair^http://www.novair.net/en/
NVR^1I^Novair^http://www.novair.net/en/
POE^PD^Porter Airlines^http://www.flyporter.com
SFR^FA^Safair^http://www.safairoperations.com/
SOL^IE^Solomon Airlines^http://www.flysolomons.com/
UKR^6U^Air Ukraine^
PTB^2Z^Passaredo Linhas Aéreas^http://www.voepassaredo.com.br/
PMW^I7^Paramount Airways^
RYW^RY^Royal Wings^http://www.royalwings.com.jo/
UMK^2N^Yuzhmashavia^http://www.yuzmashair.com.ua/indexen.html
^^Q1818597^
BTC^V9^BAL Bashkirian Airlines^http://web.archive.org/web/*/http://www.bal.ufanet.ru/eng/index.html
TOH^^Air Tomisko^
^^Q1824154^
ALV^VH^Aeropostal Alas de Venezuela^http://www.aeropostal.com
UKA^UK^KLM uk^http://web.archive.org/*/http://www.klmuk.co.uk
LIN^LF^Linjeflyg^
RAI^^Aerotur-KZ Airlines^
BRP^^AeroBratsk^http://www.aerobratsk.narod.ru/
FCN^IH^Falcon Air^http://www.linjeflyg.com/english.htm
EAK^5B^Euro-Asia Air^http://www.euroasiaair.kz/
MSI^M9^Motor Sich Airlines^http://flymotorsich.com
^^Q1841102^
^^Q1842392^
ODS^5K^Odessa Airlines^
OST^2D^Alania Airlines^
^^Air100^http://www.air100.fi/7
TVR^T6^Tavrey Airlines^http://www.tavrey.com/
TVS^QS^Smartwings^https://www.smartwings.com/
^^Dauria^
^^Q1856242^
VRE^^Volare Airlines^http://www.volare.kiev.ua/
NWS^N4^Nordwind Airlines^http://www.nordwindairlines.ru
^^AlsaceExcel^
RKH^RK^Royal Khmer Airlines^http://www.royalkhmerairlines.com/
LKE^8L^Lucky Air^http://www.luckyair.net/
VJA^J7^ValuJet Airlines^http://www.valujet.com/
LAU^^Líneas Aéreas Suramericanas^http://www.lascargo.co/
AVI^A0^L'Avion^http://www.lavion.com
KTA^^Kirov Air Enterprise^
MPJ^AQ^MAP Jet^http://www.mapjet.biz/
MNB^MB^MNG Airlines^http://www.mngairlines.com
PGP^P9^Perm Airlines^
PGP^9D^Perm Airlines^
UKL^^Ukraine Air Alliance^http://www.uaa-avia.com
LAV^AP^AlbaStar^http://www.albastar.es
NLK^^Elbrus-Avia^http://www.elbrus-avia.ru
MMA^8M^Myanmar Airways International^http://www.maiair.com/
VLO^LC^Varig Logística^
^^Tambov-Avia^
^^Q1904030^
^^Q1907845^
AMD^^South African Red Cross Air Mercy Service^http://www.ams.org.za/
PAN^PA^PANH^
^^Odyssey Airlines^http://www.flyody.com/
TFL^OR^Atlantic Star Airlines^
LTD^9X^Southern Airways Express^http://www.iflysouthern.com
PUN^ZR^Punto Azul^http://www.flypuntoazul.gq/
^^Macau Air Transport Company^
HFM^5M^Hi Fly Malta^
MWI^3W^Malawian Airlines^
CNF^PM^Canaryfly^http://www.canaryfly.es/
^^Rediske Air^https://web.archive.org/web/20130713065403/http://rediskeair.com/
^^United Libya Airlines^
^^SkyLease Cargo^
^^Fly SAX^
^^Trans Arabia Airways^
^U5^Karinou Airlines^http://www.centrafricair.com
^^Northern Air^http://www.flynorthernair.com/
^^Q14906128^
^^Q14906613^
TWE^5T^Transwede Airways^http://web.archive.org/*/http://www.transwede.com/
LAC^L5^Línea Aérea Cuencana^http://www.lacecuador.com
ANR^YE^Yanair^http://yanair.com.ua/
^WD^Wat Phnom Airlines^http://www.watphnomairlines.com/
TLM^SL^Thai Lion Air^http://www.lionairthai.com/
^^Ticos Air^
^^NAB – Navegação Aérea Brasileira^
VNL^JW^Vanilla Air^http://www.vanilla-air.com
SHU^HZ^Aurora^http://www.flyaurora.ru/en
MMD^6I^Alsie Express^http://www.alsieexpress.dk
^^Amazon Prime Air^http://www.amazon.com/b?node=8037720011
EWR^ZD^Ewa Air^http://www.ewa-air.com/
^^Griffing Flying Service^http://www.griffingflyingservice.com/
EVE^E9^Evelop Airlines^http://en.evelop.com
EVE^E9^Evelop Airlines^http://www.evelop-va.com/
ALY^YZ^Alas Uruguay^http://www.alasuruguay.com.uy/
ELY^LY^Up^http://flyup.com/
^^ACA Private Shuttle^
ONS^^One Airlines^http://www.oneaircharter.com
RSB^^Ruby Star^http://www.rubystar.by
RRM^WZ^Acvila Air^http://www.acvila-air.ro
LLI^P2^Small Planet Airlines Italy^http://www.smallplanet.aero/
ECO^8J^EcoJet Airline^http://www.ecojet.bo/
VAX^ZV^V Air^https://www.flyvair.com/en/
^^Silver Cloud Air^
LBR^LB^Air Costa^http://www.aircosta.in/ebooking/home/default.aspx
^^Global Airlift^
VUR^V6^VIP Ecuador^http://www.vip.ec
^^Q15781907^http://air-alliance.de/de/
^^Badische Luftverkehrs-GmbH^
^^Q15803926^
NCT^^NokScoot^http://www.nokscoot.com/en/
VGO^E3^New Gen Airways^http://www.newgenairways.com/
PDT^US^Piedmont Airlines^http://piedmont-airlines.com/
^^Q15850426^
AGY^^Air Go Airlines (Egypt)^
^^Q15867738^
ELB^EL^Ellinair^http://www.ellinair.com
^^Maui Air^
^^West Indian Aerial Express^
