0C^1^Catovair<>
AZA^1^Alitalia S.A.I.<>Alitalia S A I S P A
AZA^2^<>Alitalia Spa
B0^2^Dreamjet<>La Compagnie
B1^1^Cions Software<>Bravo Passenger Solution
BA^2^British Airways<>British A W
BAW^2^British Airways<>British A W
BCY^1^CityJet<>Cityjet
BCY^2^CityJet<>Cityjet
BD^1^British Midland<>British Midland International
BD^2^British Midland<>
BEA^1^BQB Lineas Aereas<>Bqb Lineas Aereas
BEA^2^BQB Lineas<>Bqb Lineas
BEL^2^<>Brussels Air
BGH^1^BH Air<>Bh Air
BJ^2^<>Nouvelair
BM^1^bmi regional<>Bmi Regional
BM^2^BMI Regional<>Bmi Regional
BMA^1^British Midland<>British Midland International
BMA^2^British Midland<>
BMR^1^bmi regional<>Bmi Regional
BMR^2^BMI Regional<>Bmi Regional
BMS^1^<>Blue Air Airline
BN^1^Bahrain Air<>
BO^1^BB Airways<>Bb Airways
BS^1^US-Bangla Airlines<>Us Bangla Airlines Ltd
BS^2^<>Gamair Ltd
BTA^1^Expressjet Airlines Inc<>
BU^1^Compagnie Africaine d'Aviation<>Compagnie Africaine D Aviation
BU^2^flyCAA<>Africaine
BVI^1^BVI Airways<>Bvi Airways
BY^1^Thomson Airways<>Thomson Airways Ltd
BZH^1^HOP Brit Air<>Hop Brit Air
BZH^2^HOP Brit Air<>Hop Brit Air
C0^1^Centralwings<>
C4^1^Alma De Mexico<>
C6^2^Bright Airlines<>Bright Arl
CAI^2^KD Air<>K D Air
CAW^1^Comair<>Comair Ltd
CB^2^<>Scotairways
CC^1^CM Airlines<>Cm Airlines
CC^2^Cielo Maya Airlines<>Cm Airlines
CES^2^China Eastern Airlines<>China East
CFE^1^BA CityFlyer<>Ba Cityflyer
CIM^1^Cimber AS<>Cimber A S
CJ^1^BA CityFlyer<>Ba Cityflyer
CJA^2^Bright Airlines<>Bright Arl
CL^1^Lufthansa CityLine<>Lufthansa Cityline
CLH^1^Lufthansa CityLine<>Lufthansa Cityline
CM^2^Compania Panamena de Aviacion<>Copa Panamena
CMP^2^Compania Panamena de Aviacion<>Copa Panamena
CO^1^<>Continental Airlines
CO^2^<>Continental
COA^1^<>Continental Airlines
COA^2^<>Continental
CQ^1^Czech Connect Airlines<>
CR^1^OAG Worldwide<>Oag Worldwide
CRN^1^Aero Caribbean<>Aerocaribbean
CSA^1^Czech Airlines<>Csa Czech Airlines
CSA^2^Czech Airlines<>Czech Airline
CT^1^Alitalia CityLiner<>Alitalia City Liner Spa
CT^2^Air One CityLiner<>Air One Cityl
CV^1^Cargolux Airlines<>Cargolux Airlines International
CXE^2^PB Air<>Pb Air
CYL^1^Alitalia CityLiner<>Alitalia City Liner Spa
CYL^2^Air One CityLiner<>Air One Cityl
D2^1^Severstal Air Company<>Severstal Aircompany
D4^1^Alidaunia<>Alidaunia S R L
D5^1^Dauair<>
D7^1^Air Asia X<>Airasiax Sdn Bhd
D7^2^<>Airasiax
D8^1^Norwegian Air International<>Norwegian Air International Ltd
D8^2^<>Norwegian Air
D9^1^Donavia<>Jsc Donavia
DAE^1^Dauair<>
DAN^1^Dana Air<>Dana Airlines Limited
DB^1^HOP Brit Air<>Hop Brit Air
DB^2^HOP Brit Air<>Hop Brit Air
DBB^1^Deutsche Bahn AG<>Deutsche Bahn Ag
DER^2^<>Beijing Capit
DG^1^Tiger Air Philippines<>Tigerair Philippines
DG^2^Tiger Air<>Tigerair
DJT^2^Dreamjet<>La Compagnie
DK^1^Thomas Cook Airlines<>Thomas Cook Airlines A S
DNU^1^DOT LT<>Dot Lt
DNV^1^Donavia<>Jsc Donavia
DP^1^Pobeda<>Low Cost Carrier
DP^2^<>Air 2000 Ltd
DS^1^easyJet Switzerland<>Easyjet Switzerland
DTH^2^<>Tassili Air
DU^1^Norwegian Long Haul<>Norwegian Long Haul As
DY^1^Norwegian Air Shuttle (NAS)<>Norwegian Air Shuttle
DY^2^<>Norwegian Air
EC^1^OpenSkies<>Openskies
EE^1^Aero Airlines<>
EH^1^ANA Wings<>Ana Wings
EL^2^<>Ellinair
ELB^2^<>Ellinair
EM^1^Aero Benin<>Empire Airlines
ERH^1^Era Aviation<>Ravin Akaska
EV^1^Express Jet<>Expressjet Airlines
EXS^1^Jet2<>Jet2 Com
EZ^1^Sun Air of Scandinavia<>Sun Air Of Scandinavia
EZS^1^easyJet Switzerland<>Easyjet Switzerland
EZY^1^easyJet<>Easyjet
EZY^2^<>Easyjet
F5^1^Fly 540<>
F7^1^Etihad Regional<>Darwin Airline
F7^2^Darwin Airline<>Darwin
F8^2^<>Air Montreal
FD^1^Thai AirAsia<>Thai Airasia
FD^2^<>Thai Airasia
FDY^1^Sun Air Express<>Sun Air Express Llc
FLE^2^<>Air Montreal
FPY^1^Compagnie Africaine d'Aviation<>Compagnie Africaine D Aviation
FPY^2^flyCAA<>Africaine
FQ^1^<>Brindabella Airlines
FT^1^FlyEgypt<>Flyegypt
FY^2^NW Regional<>Nw Regional
FZW^1^Zimbabwe flyafrica.com<>Fly Africa Zimbabwe
FZW^2^<>Easeon Air
G3^1^Gol Transportes Aéreos<>Vrg Linhas Aereas S A
G3^2^VRG Linhas Aéreas<>Vrg Linhas As
G6^1^<>Ghadames Air Transport
GAP^2^Airphil Express<>Airphil Exp
GBQ^1^Gambia Bird<>Gambia Bird Airlines Ltd
GC^1^<>Gambia Intl Airlines
GC^2^<>Gambia Intl
GH^1^Globus<>Globus Llc
GHA^1^Globus<>Globus Llc
GN^2^<>Air Gabon
GNR^1^<>Gambia Intl Airlines
GNR^2^<>Gambia Intl
GO^1^Go<>
GOL^1^<>Vrg Linhas Aereas S A
GOL^2^<>Vrg Linhas As
GSW^1^<>Sky Wings Airlines
GSW^2^<>Intair Inc
GT^2^GB Airways<>Gb Airways
GV^1^Grant Aviation<>
GW^1^SkyGreece Airlines<>Skygreece Airlines
GX^1^Guangxi Beibu Gulf Airlines<>Guangxi Beidu Gulf Airlines
GZ^2^Air Rarotonga<>Air Rarotong
H4^1^Aero4M<>Aero4m
H9^1^Helitt Lineas Aereas<>
HB^1^Homer Air<>Asia Atlantic Airlines
HD^1^Air Do<>Airdo
HD^2^Hokkaido International Airlines<>
HDA^2^HK Dragon<>Hk Dragon
HE^1^LGW Luftfahrtges Walter<>Lgw Luftfahrtges Walter
HKE^2^HK Express<>Hk Express
HOP^1^HOP!<>Hop
HOP^2^HOP!<>Airlinair
HP^1^Amapola Flyg<>Amapola Flyg Ab
HS^1^Svenska Direktflyg<>Svenska Direktflyg Ab
HSV^1^Svenska Direktflyg<>Svenska Direktflyg Ab
HW^2^North Wright<>North Wrigh
HZ^2^SAT Airlines<>Aurora Air
I1^1^CTS Viaggi<>Cts Viaggi
I1^2^CTS Viaggi<>Cts Viaggi
I5^1^Air Asia India<>Airasia India
I7^1^Indonesia Air Transport<>Pt Indonesia Air Transport
IBK^1^Norwegian Air International<>Norwegian Air International Ltd
IBK^2^<>Norwegian Air
IDA^1^Indonesia Air Transport<>Pt Indonesia Air Transport
IK^1^Kaya Airlines<>Llc Ikar
IL^1^Trigana Air Service<>Pt Trigana Air Service
IM^1^Mint Lineas Aereas<>
IN^1^Invest Avia<>Nam Air
IP^1^Iberworld Airlines<>Apsara International Air
IU^1^Hevilift<>Hevi Lift Png Pty Ltd
IW^1^Wings Abadi Airlines<>Pt Wings Abadi Airlines
J0^1^Jetlink Express<>
JA^1^BH Airlines<>B H Airlines
JA^2^BH Airlines<>B H Airlines
JAC^2^J Air Commu<>
JAF^2^TUI Airlines Belgium<>Jetairfly
JAL^2^JAL<>J A L
JAT^2^JAT<>J A T
JC^1^JAL Express<>Japan Air Commuter
JD^2^<>Beijing Capit
JF^2^<>Jet Asia
JI^1^Eastern Caribbean Airlines<>Meraj Air
JJ^1^TAM Airlines<>Tam Linhas Aereas
JJ^2^TAM Linhas Aereas<>Tam Linh Aer
JK^1^<>Spanair
JKK^1^<>Spanair
JL^2^JAL<>J A L
JU^2^JAT<>J A T
JY^1^InterCaribbean Airways<>Intercaribbean Airways
JY^2^Air Turcks<>Intercaribean
K4^1^ALS<>Als Ltd
K5^1^SeaPort Airlines<>Seaport Airlines
K5^2^Wings of Alaska<>Wings Alaska
K8^1^Zambia Skyways<>Kan Air
KA^2^HK Dragon<>Hk Dragon
KAP^2^<>Cape Air
KAR^1^Ikar<>Llc Ikar
KAR^2^<>Imair Air
KD^1^Kal Star Aviation<>Pt Kal Star Aviation
KD^2^KD Avia<>Kd Avia
KI^1^Air Contact<>
KL^1^KLM Royal Dutch Airlines<>Klm Royal Dutch Airlines
KL^2^KLM<>Klm
KLC^1^KLM Cityhopper<>Klm Cityhopper
KLC^2^KLM Cityhopper<>Klm Cityhopp
KLM^1^KLM Royal Dutch Airlines<>Klm Royal Dutch Airlines
KLM^2^KLM<>Klm
KNE^2^Nas Air<>Nasair
KNI^1^Kal Star Aviation<>Pt Kal Star Aviation
KNI^2^KD Avia<>Kd Avia
KT^1^Katmai Air<>
KTK^1^Katekavia<>Katekavia Limited
KTK^2^<>Athens Airway
KW^2^<>Kharkiv
L7^1^Lugansk Airlines<>
L8^2^<>Afric Aviatio
LA^1^LAN Airlines<>Lan Airlines
LA^2^LATAM Airlines Group<>Lan Chile
LAN^1^LAN Airlines<>Lan Airlines
LAN^2^LATAM Airlines Group<>Lan Chile
LB^2^LAB<>L A B
LBT^2^<>Nouvelair
LCO^1^LAN Chile Cargo<>Lan Chile Cargo
LID^1^Alidaunia<>Alidaunia S R L
LLP^1^Small Planet Airline<>Small Planet Airline Ghd
LNE^1^LAN Ecuador<>Lanecuador Aerolane Sa
LNE^2^LAN Ecuador<>Lan Ecuador
LO^1^LOT Polish Airlines<>Lot Polish Airlines
LO^2^LOT<>Lot
LOT^1^LOT Polish Airlines<>Lot Polish Airlines
LOT^2^LOT<>Lot
LP^1^LAN Peru<>Lanperu
LP^2^LAN Peru<>Lan Peru
LPE^1^LAN Peru<>Lanperu
LPE^2^LAN Peru<>Lan Peru
LQ^1^Air Guinea<>
LR^1^Avianca Costa Rica<>Lacsa
LR^2^Lacsa<>L A C S A
LRC^1^Avianca Costa Rica<>Lacsa
LRC^2^Lacsa<>L A C S A
LS^1^Jet2<>Jet2 Com
LTC^1^<>Smartlynx Airlines
LU^1^LAN Express<>Lan Express
LYN^1^Air Kyrgyzstan<>Ojsc Air Kyrgyzstan
LYN^2^<>Kyrgyzstan
M2^1^MHS Aviation<>Mhs Aviation
M3^1^North Flying<>North Flying As
M4^2^Nayzak Air<>M4 NAYZAK Air
M8^1^TransNusa<>Skyjet
MEP^2^Republic Airline<>Republic Airl
MG^1^Champion Air<>
MLA^2^Forty Miles Air<>Forty Miles A
MN^1^Comair<>Comair Ltd
MRJ^1^<>Meraj Air
MU^2^China Eastern Airlines<>China East
MY^2^Maya Airways<>Maya Island
MYD^2^Maya Airways<>Maya Island
N2^1^Dagestan Airlines<>
N7^1^NHT Linhas Aereas<>Nht Linhas Aereas
NAX^1^Norwegian Air Shuttle (NAS)<>Norwegian Air Shuttle
NAX^2^<>Norwegian Air
NB^1^Sterling Air<>Skypower Express
NC^1^Cobham Aviation Services Australia<>National Jet Systems
NC^2^QantasLink<>
ND^1^<>Sky Wings Airlines
ND^2^<>Intair Inc
NE^2^<>Nesma
NHG^1^NHT Linhas Aereas<>Nht Linhas Aereas
NJ^1^Nordic Global Airlines<>Aero Vip
NJS^1^<>National Jet Systems
NK^2^Spirit Airlines<>Spirit Airlin
NM^1^Manx<>
NMA^2^<>Nesma
NO^1^Neos<>Neos Spa
NQ^1^Air Japan Company<>Air Japan Company Ltd
NW^1^Northwest Airlines<>
NW^2^Nwest Airlines<>Nwest Airli
O2^1^Jet Air<>
O7^1^Orenburg Region Airlines<>Sue Orenburg Region
O8^2^<>Siam Air
OAW^2^2L Helvetic<>2l HELVETIC
OB^2^<>Boliviana
OD^2^Malindo Air<>Malindo Airw
OF^1^Air Finland<>
OG^2^<>N
OH^1^PSA Airlines<>Psa Airlines
OH^2^US Airways Express<>
OHY^2^<>Onur Air
OK^1^Czech Airlines<>Csa Czech Airlines
OK^2^Czech Airlines<>Czech Airline
OL^1^Olt Express Germany Gmbh<>
OMT^1^CM Airlines<>Cm Airlines
OMT^2^Cielo Maya Airlines<>Cm Airlines
OP^1^Olympic Airlines<>
OP^2^Olympic Airlines<>Olympic Airls
ORB^2^Orenburg Airlines<>Orenair
OW^1^Executive Airlines<>
P2^1^Air Kenya Express<>Airkenya Express
P6^1^Pascan Aviation<>Pascan Aviation Inc
P7^1^Small Planet Airline<>Small Planet Airline Ghd
P9^1^Peruvian Airlines<>Peruvian Air Line
P9^2^<>Peruvian Air
PA^2^Florida Coast<>Airblue
PCP^1^PAL Airlines<>Aerolinea Principal Chile
PCP^2^Aerolinea Principal Chile<>
PF^2^JetX<>Primera Air
PIA^1^Pakistan International Airlines<>Pakistan International
PIA^2^PIA<>P I A
PK^1^Pakistan International Airlines<>Pakistan International
PK^2^PIA<>P I A
PLV^1^<>Low Cost Carrier
PLV^2^<>Air 2000 Ltd
PRI^2^JetX<>Primera Air
PSC^1^Pascan Aviation<>Pascan Aviation Inc
PT^1^West Air Sweden<>
PT^2^West Air Sweden<>West Air Swed
PTB^2^<>Passaredo
PWD^1^Pan American World Airways Dominicana<>Pan American World
Q0^1^Quebecair Express<>
Q3^2^<>Zambian Air
Q5^2^Forty Miles Air<>Forty Miles A
Q7^1^Sky Bahamas Airlines<>Skybahamas Airlines
QD^1^Dobrolet Airlines<>Dobrolet Lcc
QE^1^Fars Qeshm Airlines<>
QFZ^1^Fars Qeshm Airlines<>
QH^1^Air Kyrgyzstan<>Ojsc Air Kyrgyzstan
QH^2^<>Kyrgyzstan
QI^1^Cimber AS<>Cimber A S
QJ^1^Latpass Airlines<>
QO^1^Quantum Air<>
QP^1^Air Kenya Aviation<>Airkenya Aviation
QS^2^Travel Service<>Travelservice
QZ^1^Indonesia AirAsia<>Pt Indonesia Airasia
QZ^2^Awair<>Ptindairasia
R0^1^MS Royal Airlines<>M S Royal Airlines
R2^2^Orenburg Airlines<>Orenair
R6^1^DOT LT<>Dot Lt
R9^1^TAF Linhas Aereas<>
RAM^2^Royal Air Maroc<>R Air Maroc
RE^1^Aer Arann<>Stobart Air
REA^1^Aer Arann<>Stobart Air
RFR^2^RAF NO<>R A F No1
RH^1^Robin Hood Aviation<>
RK^1^Region Airline<>
RLA^1^HOP Airlinair<>Hop Airlinair
RLA^2^HOP Airlinair<>Hop Airlinair
RNX^1^Onetime Airline<>
RR^2^RAF NO<>R A F No1
RVL^1^<>Air Vallee
S1^2^LSY<>
S5^1^Shuttle America<>Small Planet
S7^1^S7 Airlines<>Siberia Airlines
SA^2^SAA<>S A A
SAA^2^SAA<>S A A
SAW^2^Slovak Arlines<>Slovak Arlns
SBI^1^S7 Airlines<>Siberia Airlines
SBM^1^Sky Bahamas Airlines<>Skybahamas Airlines
SE^1^XL Airways France<>Xl Airways France
SF^2^<>Tassili Air
SHU^2^SAT Airlines<>Aurora Air
SIT^1^SITA<>Sita
SIT^2^SITA<>
SJ^1^Sriwijaya Air<>Pt Sriwijaya Air
SJY^1^Sriwijaya Air<>Pt Sriwijaya Air
SKG^1^SkyGreece Airlines<>Skygreece Airlines
SME^2^Nayzak Air<>M4 NAYZAK Air
SMX^1^<>C A I First S P A
SMX^2^<>Cai First Spa
SN^2^<>Brussels Air
SRQ^1^Tiger Air Philippines<>Tigerair Philippines
SRQ^2^Tiger Air<>Tigerair
STP^1^STP Airways<>Stp Airways
STP^2^STP Airways<>Stp Airways
SUS^1^Sun Air of Scandinavia<>Sun Air Of Scandinavia
SWA^1^Southwest Airlines<>Southwest Airlines Texas
SWA^2^SW Airlines<>Sw Airlines
SWG^1^Sunwing Airlines<>Sunwing Airlines Inc
SWG^2^Sunwing Airlines<>Sunwing Airl
SWM^2^Sky Wings Asia Airlines<>
T0^1^TACA Peru<>Taca Peru
T0^2^TACA Peru<>Taca Peru
T6^1^Onetime Airline<>
TA^1^TACA International Airlines<>Taca International Airlines
TA^2^TACA<>Taca
TAI^1^TACA International Airlines<>Taca International Airlines
TAI^2^TACA<>Taca
TAM^1^TAM Airlines<>Tam Linhas Aereas
TAM^2^TAM Linhas Aereas<>Tam Linh Aer
TAP^1^TAP Portugal<>Tap Portugal
TAP^2^TAP Portugal<>Tap Portugal
TAX^1^Thai Air Asia X<>Thai Airasia X Company
TB^2^TUI Airlines Belgium<>Jetairfly
TCV^2^TACV<>T A C V
TGU^2^LADE<>L A D E
THD^2^Rheintalflg<>Thai Smile
TLG^1^Invest Avia<>Nam Air
TOM^1^Thomson Airways<>Thomson Airways Ltd
TP^1^TAP Portugal<>Tap Portugal
TP^2^TAP Portugal<>Tap Portugal
TPC^2^Air Caledonie<>Aircaledoni
TS^2^<>Air Transat
TSC^2^<>Air Transat
TVS^2^Travel Service<>Travelservice
TY^2^Air Caledonie<>Aircaledoni
U2^1^easyJet<>Easyjet
U2^2^<>Easyjet
U5^2^USA 3000<>Usa 3000
U8^1^Armavia<>
UB^1^Myanmar National Airlines<>Myanmar International Airlines
UB^2^UTD Myanmar<>Utd Myanmar
UBA^1^Myanmar National Airlines<>Myanmar International Airlines
UBA^2^UTD Myanmar<>Utd Myanmar
UC^1^LAN Chile Cargo<>Lan Chile Cargo
UE^1^Nasair<>Ultimate Jetcharters
UH^1^AtlasJet Ukraine<>Atlasjet Ukraine
UH^2^US Helicopter<>Atlasjet
UJC^1^<>Ultimate Jetcharters
UJX^1^AtlasJet Ukraine<>Atlasjet Ukraine
UJX^2^US Helicopter<>Atlasjet
UK^2^Tata SIA Airlines<>Vistara
UL^1^SriLankan Airlines<>Srilankan Airlines
UL^2^SriLankan Air<>Srilankan Air
UO^2^HK Express<>Hk Express
UQ^1^Business Aviation Centre<>Urumqi Airlines
US^1^US Airways<>Us Airways
US^2^US Airways<>Us Airways
USA^1^US Airways<>Us Airways
USA^2^US Airways<>Us Airways
UW^1^Universal Airlines<>
V1^1^IBS Software Services Americas<>Ibs Software Services Americas
V4^1^Valair<>
V6^1^Air Link<>Vi Air Link
VA^1^Virgin Australia<>Virgin Australia Intl
VA^2^Virgin Blue<>V Australia
VAU^1^Virgin Australia International<>Virgin Australia Intl
VE^1^<>C A I Second S P A
VE^2^<>C A I Second
VG^1^VLM<>Vlm
VGO^1^<>Sabaidee Airways
VIR^2^<>Virgin Atl
VJ^1^VietJet Air<>Vietjet Aviation
VJ^2^VietJet Aviation<>Vietjet
VJC^1^VietJet Air<>Vietjet Aviation
VJC^2^VietJet Aviation<>Vietjet
VK^1^Air Nigeria<>Air Vallee
VKG^1^Thomas Cook Airlines<>Thomas Cook Airlines A S
VL^1^Air Via<>Med View Airlines
VLE^1^<>C A I Second S P A
VLE^2^<>C A I Second
VLG^1^Vueling<>Vueling Airlines
VLG^2^<>Vueling
VM^1^Macair Jet<>Macair Jet S A
VR^2^TACV<>T A C V
VRD^2^<>Virgin Usa
VRR^1^VIA Rail Canada<>Via Rail Canada Inc
VRR^2^VIA Rail<>Via Rail
VS^2^<>Virgin Atl
VTI^2^Tata SIA Airlines<>Vistara
VX^2^<>Virgin Usa
VY^1^Vueling<>Vueling Airlines
VY^2^<>Vueling
VZ^1^Velvet Sky Aviation<>
W1^1^WorldTicket<>World Ticket Ltd
W4^1^LC Busre<>Lc Busre
W4^2^<>Lc Busre
W7^1^Sayakhat Airlines<>
W8^1^Caribbean Winds Airlines<>
WA^1^KLM Cityhopper<>Klm Cityhopper
WA^2^KLM Cityhopper<>Klm Cityhopp
WAU^1^Wizz Air Ukraine<>Wizz Air Ukraine Llc
WD^1^Amsterdam Airlines Bv<>
WE^2^Rheintalflg<>Thai Smile
WG^1^Sunwing Airlines<>Sunwing Airlines Inc
WG^2^Sunwing Airlines<>Sunwing Airl
WI^1^White Airways<>White Airways S A
WL^1^Aeroperlas<>
WN^1^Southwest Airlines<>Southwest Airlines Texas
WN^2^SW Airlines<>Sw Airlines
WND^1^Caribbean Winds Airlines<>
WQ^1^Romavia<>
WR^1^Jsc Aviaprad<>
WSP^1^Travelport Worldspan<>Worldspan
WU^1^Wizz Air Ukraine<>Wizz Air Ukraine Llc
WV^1^Aero VIP<>Aero Vip Companhia Transportes
WV^2^<>Swe Fly
WX^1^CityJet<>Cityjet
WX^2^CityJet<>Cityjet
X5^1^Ten Airways<>
X5^2^Uld Logistics<>Ten Airways
X6^2^ARC<>Arc
XAK^1^Air Kenya Express<>Airkenya Express
XAX^1^Air Asia X<>Airasiax Sdn Bhd
XAX^2^<>Airasiax
XB^1^IATA<>Iata
XB^2^IATA<>Iata
XC^2^KD Air<>K D Air
XE^1^Expressjet Airlines Inc<>
XG^1^Sun Express Germany<>Sunexpress Germany
XJ^1^Thai Air Asia X<>Thai Airasia X Company
XL^1^LAN Ecuador<>Lanecuador Aerolane Sa
XL^2^LAN Ecuador<>Lan Ecuador
XLF^1^XL Airways France<>Xl Airways France
XM^1^<>C A I First S P A
XM^2^<>Cai First Spa
XS^1^SITA<>Sita
XS^2^SITA<>
XT^1^<>Indonesia Airasia Extra
XT^2^Indonesia AirAsia X<>Air Exel Nl
XV^1^BVI Airways<>Bvi Airways
XY^2^Nas Air<>Nasair
XYO^1^Amadeus PDF 8Z<>Amadeus Pdf 8z
XYS^1^Amadeus PDF 0E<>Amadeus Pdf 0e
XYW^1^Amadeus PDF 7S<>Amadeus Pdf 7s
XYW^2^Amadeus 7S<>Amadeus 7s
XYX^1^Amadeus PDF 9S<>Amadeus Pdf 9s
XYX^2^Amadeus 9S<>Amadeus 9s
Y6^1^Batavia Air<>
YL^1^Yeti Airlines<>
YS^1^HOP Regional<>Hop Regional
YS^2^HOP Regional<>Hop Regional
YT^1^<>Yeti Airlines
YX^2^Republic Airline<>Republic Airl
