iata_code;location_type;country_code;geoname_link;name;asciiname;lang_code;name_list
RUH;C;SA;http://geonames.org/108410 ;0.161844544198;Riyadh;Riyadh;ar;الرياض
SAH;A;YE;http://geonames.org/6300142 ;0.0262109307188;Sana'a International Airport;Sana'a International Airport;ar;مطار صنعاء الدولي
SAH;C;YE;http://geonames.org/71137 ;0.0262109307188;Sanaa;Sanaa;ar;صنعاء
SCQ;A;ES;http://geonames.org/6299356 ;0.0157639587375;Santiago de Compostela Airport;Santiago de Compostela Airport;ar;
SCQ;C;ES;http://geonames.org/3109642 ;0.0157639587375;Santiago de Compostela;Santiago de Compostela;ar;
SDF;A;US;http://geonames.org/6301715 ;0.043305191096;Standiford Field;Standiford Field;ar;
SDF;C;US;http://geonames.org/4299276 ;0.043305191096;Louisville;Louisville;ar;لويفيل، كنتاكي
SEA;A;US;http://geonames.org/5809876 ;0.406183921393;Seattle-Tacoma International Airport;Seattle-Tacoma International Airport;ar;مطار سياتل تاكوما الدولي
SEA;C;US;http://geonames.org/5809844 ;0.435834631572;Seattle;Seattle;ar;سياتل، واشنطن
SFO;A;US;http://geonames.org/5391989 ;0.333407687623;San Francisco International Airport;San Francisco International Airport;ar;مطار سان فرانسيسكو الدولي
SFO;C;US;http://geonames.org/5391959 ;0.333407687623;San Francisco;San Francisco;ar;سان فرانسيسكو
SHA;A;CN;http://geonames.org/6301388 ;0.229203659425;Shanghai Hongqiao International Airport;Shanghai Hongqiao International Airport;ar;
SHA;C;CN;http://geonames.org/1796236 ;0.304858435638;Shanghai;Shanghai;ar;شانغهاي
SHJ;A;AE;http://geonames.org/6300099 ;0.139344361008;Sharjah International Airport;Sharjah International Airport;ar;مطار الشارقة الدولي
SHJ;C;AE;http://geonames.org/292672 ;0.139344361008;Sharjah;Sharjah;ar;إمارة الشارقة=الشارقة
SHW;A;SA;http://geonames.org/6300027 ;0.00850098754347;Sharurah Domestic Airport;Sharurah Domestic Airport;ar;مطار شرورة المحلي
SHW;C;SA;http://geonames.org/8019123 ;0.00850098754347;Sharurah;Sharurah;ar;شرورة
SIN;A;SG;http://geonames.org/1880725 ;0.222045018532;Singapore Changi Airport;Singapore Changi Airport;ar;مطار شانغي سنغافورة
SIN;C;SG;http://geonames.org/1880252 ;0.222045018532;Singapore;Singapore;ar;سنغافورة
SJJ;A;BA;http://geonames.org/6299696 ;0.0175294257947;Sarajevo Airport;Sarajevo Airport;ar;
SJJ;C;BA;http://geonames.org/3191281 ;0.0175294257947;Sarajevo;Sarajevo;ar;سراييفو
SLC;A;US;http://geonames.org/5780999 ;0.196182638073;Salt Lake City International Airport;Salt Lake City International Airport;ar;مطار سولت لايك سيتي الدولي
SLC;C;US;http://geonames.org/5780993 ;0.196182638073;Salt Lake City;Salt Lake City;ar;سولت ليك سيتي
SLL;A;OM;http://geonames.org/6300104 ;0.0188480251392;Salalah Airport;Salalah Airport;ar;مطار صلالة
SLL;C;OM;http://geonames.org/286621 ;0.0188480251392;Şalālah;Salalah;ar;صلالة
SOC;A;ID;http://geonames.org/6301286 ;0.0273452137476;Adi Sumarmo International Airport;Adi Sumarmo International Airport;ar;
SOC;C;ID;http://geonames.org/1625812 ;0.0273452137476;Surakarta;Surakarta;ar;سوراكارتا
SOF;A;BG;http://geonames.org/6299309 ;0.0532189206398;Sofia Airport;Sofia Airport;ar;
SOF;C;BG;http://geonames.org/727011 ;0.0532189206398;Sofia;Sofia;ar;صوفيا
SOU;A;GB;http://geonames.org/6296592 ;0.0645959621402;Southampton / Weather Centre;Southampton / Weather Centre;ar;
SOU;C;GB;http://geonames.org/2637487 ;0.0645959621402;Southampton;Southampton;ar;ساوثهامبتون
SRG;A;ID;http://geonames.org/6301228 ;0.041798850299;Achmad Yani International Airport;Achmad Yani International Airport;ar;
SRG;C;ID;http://geonames.org/1627896 ;0.041798850299;Semarang;Semarang;ar;سيمارانج
SSG;A;GQ;http://geonames.org/6296982 ;0.0341911229862;Malabo International Airport;Malabo International Airport;ar;
SSG;C;GQ;http://geonames.org/2309527 ;0.0341911229862;Malabo;Malabo;ar;مالابو
SSH;A;EG;http://geonames.org/6297298 ;0.0197744842483;Sharm el-Sheikh International Airport;Sharm el-Sheikh International Airport;ar;مطار شرم الشيخ الدولي
SSH;C;EG;http://geonames.org/349340 ;0.0197744842483;Sharm el-Sheikh;Sharm el-Sheikh;ar;Awfīr|h=شرم الشيخ|p
STO;C;SE;http://geonames.org/2673730 ;0.231689723652;Stockholm;Stockholm;ar;ستوكهولم
STR;A;DE;http://geonames.org/3206322 ;0.103392820188;Stuttgart Airport;Stuttgart Airport;ar;
STR;C;DE;http://geonames.org/2825297 ;0.105255749207;Stuttgart;Stuttgart;ar;شتوتغارت
SUB;A;ID;http://geonames.org/6301284 ;0.148091602083;Juanda International Airport;Juanda International Airport;ar;
SUB;C;ID;http://geonames.org/1625822 ;0.148091602083;Surabaya;Surabaya;ar;سورابايا
SUF;A;IT;http://geonames.org/6299550 ;0.0171693747468;Lamezia Terme International Airport;Lamezia Terme International Airport;ar;
SUF;C;IT;http://geonames.org/6534232 ;0.0171693747468;Lamezia Terme;Lamezia Terme;ar;
SVO;A;RU;http://geonames.org/494811 ;0.505412044143;Sheremetyevo International Airport;Sheremetyevo International Airport;ar;مطار شيريميتييفو الدولي
SVQ;A;ES;http://geonames.org/6299363 ;0.0270775938133;Seville San Pablo Airport;Seville San Pablo Airport;ar;
SVQ;C;ES;http://geonames.org/2510911 ;0.055741373095;Sevilla;Sevilla;ar;إشبيلية
SXB;A;FR;http://geonames.org/6299475 ;0.0152187154551;Strasbourg International Airport;Strasbourg International Airport;ar;
SXB;C;FR;http://geonames.org/2973783 ;0.0346834172615;Strasbourg;Strasbourg;ar;ستراسبورغ
SYD;A;AU;http://geonames.org/2208268 ;0.333817092739;Sydney International Airport;Sydney International Airport;ar;مطار سيدني
SYD;C;AU;http://geonames.org/2147714 ;0.333817092739;Sydney;Sydney;ar;سيدني
TAO;A;CN;http://geonames.org/6301387 ;0.0756591119013;Qingdao Liuting International Airport;Qingdao Liuting International Airport;ar;
TAO;C;CN;http://geonames.org/1797929 ;0.0756591119013;Qingdao;Qingdao;ar;تشينغداو
TBS;A;GE;http://geonames.org/6452621 ;0.0323943184376;Tbilisi International Airport;Tbilisi International Airport;ar;
TBS;C;GE;http://geonames.org/611717 ;0.0323943184376;Tbilisi;Tbilisi;ar;تبليسي
TFN;A;ES;http://geonames.org/6297191 ;0.0317973817495;Tenerife North Airport;Tenerife North Airport;ar;
THR;A;IR;http://geonames.org/404615 ;0.0658896101836;Mehrabad International Airport;Mehrabad International Airport;ar;مطار مهرآباد الدولي
THR;C;IR;http://geonames.org/112931 ;0.110351038502;Tehran;Tehran;ar;طهران
TIA;A;AL;http://geonames.org/3183874 ;0.0295486531312;Tirana International Airport Nënë Tereza;Tirana International Airport Nene Tereza;ar;
TIA;C;AL;http://geonames.org/3183875 ;0.0295486531312;Tirana;Tirana;ar;تيرانا
TIF;A;SA;http://geonames.org/6300029 ;0.0270709035521;Taif Regional Airport;Taif Regional Airport;ar;مطار الطائف الإقليمي
TIF;C;SA;http://geonames.org/107968 ;0.0270709035521;Ta’if;Ta'if;ar;الطائف=Aţ Ţā’if
TIP;A;LY;http://geonames.org/6297332 ;0.0134192286515;Tripoli Inter-National Airport;Tripoli Inter-National Airport;ar;
TIP;C;LY;http://geonames.org/2210247 ;0.0134731918868;Tripoli;Tripoli;ar;طَرَابُلُس=طرابلس
TLN;A;FR;http://geonames.org/6299477 ;0.00814504264642;Toulon-Hyères Airport;Toulon-Hyeres Airport;ar;
TLN;C;FR;http://geonames.org/2972328 ;0.0128403925162;Toulon;Toulon;ar;تولون
TLS;A;FR;http://geonames.org/6301770 ;0.101704388587;Toulouse-Blagnac Airport;Toulouse-Blagnac Airport;ar;
TLS;C;FR;http://geonames.org/2972315 ;0.101704388587;Toulouse;Toulouse;ar;تولوز
TNG;A;MA;http://geonames.org/6297220 ;0.0132672117119;Tangier Ibn Battouta Airport;Tangier Ibn Battouta Airport;ar;مطار طنجة ابن بطوطة
TNG;C;MA;http://geonames.org/2530335 ;0.0132672117119;Tangier;Tangier;ar;طنجة
TRN;A;IT;http://geonames.org/6299576 ;0.0326537019028;Turin Caselle Airport;Turin Caselle Airport;ar;
TRN;C;IT;http://geonames.org/3165524 ;0.0326537019028;Turin;Turin;ar;تورينو
TRS;A;IT;http://geonames.org/3220056 ;0.0165296609336;Trieste – Friuli Venezia Giulia Airport;Trieste - Friuli Venezia Giulia Airport;ar;
TRS;C;IT;http://geonames.org/3165185 ;0.0165296609336;Trieste;Trieste;ar;ترييستي
TRV;A;IN;http://geonames.org/6301129 ;0.0333559734655;Trivandrum International Airport;Trivandrum International Airport;ar;
TRV;C;IN;http://geonames.org/1254163 ;0.0333559734655;Thiruvananthapuram;Thiruvananthapuram;ar;ثيروفانانثابورام
TRZ;A;IN;http://geonames.org/6301128 ;0.020755581335;Tiruchirappalli International Airport;Tiruchirappalli International Airport;ar;
TRZ;C;IN;http://geonames.org/1254388 ;0.020755581335;Tiruchirappalli;Tiruchirappalli;ar;
TUI;CA;SA;http://geonames.org/392431 ;0.00736831958838;Turaif Airport;Turaif Airport;ar;
TUN;A;TN;http://geonames.org/6296465 ;0.0675708614837;Tunis-Carthage Airport;Tunis-Carthage Airport;ar;
TUN;C;TN;http://geonames.org/2464470 ;0.0675708614837;Tunis;Tunis;ar;تونس
TUU;A;SA;http://geonames.org/6300028 ;0.0246468067097;Tabuk Regional Airport;Tabuk Regional Airport;ar;تبوك=مطار الأمير سلطان بن عبد العزيز الإقليمي
TUU;C;SA;http://geonames.org/101628 ;0.0246468067097;Tabuk;Tabuk;ar;تبوك
TYO;C;JP;http://geonames.org/1850147 ;0.434769411123;Tokyo;Tokyo;ar;طوكيو
UDR;CA;IN;http://geonames.org/6301104 ;0.0109557432272;Udaipur Dabok;Udaipur Dabok;ar;
UIP;A;FR;http://geonames.org/6299460 ;0.00907288605038;Quimper-Pluguffan;Quimper-Pluguffan;ar;
UIP;C;FR;http://geonames.org/2984701 ;0.00907288605038;Quimper;Quimper;ar;كامبار
ULH;CA;SA;http://geonames.org/8298674 ;0.00562242740172;Prince Abdul Majeed bin Abdul Aziz Domestic Airport;Prince Abdul Majeed bin Abdul Aziz Domestic Airport;ar;
URY;CA;SA;http://geonames.org/392993 ;0.00914733623459;Gurayat Airport;Gurayat Airport;ar;
VCE;A;IT;http://geonames.org/3219415 ;0.101371471628;Venice Marco Polo Airport;Venice Marco Polo Airport;ar;
VCE;C;IT;http://geonames.org/3164603 ;0.103448205724;Venice;Venice;ar;البندقية
VFA;A;ZW;http://geonames.org/6297107 ;0.0155445281298;Victoria Falls Airport;Victoria Falls Airport;ar;
VFA;C;ZW;http://geonames.org/879431 ;0.0155445281298;Victoria Falls;Victoria Falls;ar;
VGO;A;ES;http://geonames.org/6299360 ;0.0121231490286;Vigo-Peinador Airport;Vigo-Peinador Airport;ar;
VGO;C;ES;http://geonames.org/3105976 ;0.0121231490286;Vigo;Vigo;ar;فيغو
VIE;A;AT;http://geonames.org/2761335 ;0.265870148929;Vienna International Airport;Vienna International Airport;ar;مطار فيينا الدولي
VIE;C;AT;http://geonames.org/2761369 ;0.340854723832;Vienna;Vienna;ar;فيينا
VIL;A;MA;http://geonames.org/7668282 ;0.00784468746237;Dakhla Airport;Dakhla Airport;ar;
VIL;C;EH;http://geonames.org/2463447 ;0.00784468746237;Dakhla;Dakhla;ar;الداخلة
VLC;A;ES;http://geonames.org/6299357 ;0.0324474693716;Valencia Airport;Valencia Airport;ar;
VLC;C;ES;http://geonames.org/2509954 ;0.058455855195;Valencia;Valencia;ar;بلنسية
VLL;A;ES;http://geonames.org/6299358 ;0.00499073647588;Valladolid Airport;Valladolid Airport;ar;
VLL;C;ES;http://geonames.org/3106672 ;0.061685809517;Valladolid;Valladolid;ar;بلد الوليد
VRN;A;IT;http://geonames.org/6299601 ;0.0252255044679;Verona Villafranca Airport;Verona Villafranca Airport;ar;
VRN;C;IT;http://geonames.org/3164527 ;0.0250580190997;Verona;Verona;ar;فيرونا
WAE;A;SA;http://geonames.org/6300031 ;0.00775799176449;Wadi al-Dawasir Domestic Airport;Wadi al-Dawasir Domestic Airport;ar;مطار_وادي_الدواسر_المحلي
WAE;C;SA;http://geonames.org/100596 ;0.00775799176449;Wadi ad-Dawasir;Wadi ad-Dawasir;ar;وادي_الدواسر_(محافظة)=محافظة وادي الدواسر
WAW;A;PL;http://geonames.org/6296786 ;0.216455373445;Warsaw Chopin Airport;Warsaw Chopin Airport;ar;
WAW;C;PL;http://geonames.org/756135 ;0.216455373445;Warsaw;Warsaw;ar;وارسو
WDH;A;NA;http://geonames.org/3356556 ;0.0278778329719;Windhoek Hosea Kutako International Airport;Windhoek Hosea Kutako International Airport;ar;
WDH;C;NA;http://geonames.org/3352136 ;0.0469300004919;Windhoek;Windhoek;ar;ويندهوك
XRY;A;ES;http://geonames.org/6299340 ;0.0142141364103;Jerez Airport;Jerez Airport;ar;
XRY;C;ES;http://geonames.org/2516326 ;0.020489923693;Jerez de la Frontera;Jerez de la Frontera;ar;شريش
YAM;A;CA;http://geonames.org/6296153 ;0.016993497062;Sault Ste. Marie Airport;Sault Ste. Marie Airport;ar;
YAM;C;CA;http://geonames.org/6141439 ;0.016993497062;Sault Ste. Marie;Sault Ste. Marie;ar;سو ساينت ماري
YGK;A;CA;http://geonames.org/6296191 ;0.0134518752167;Kingston/Norman Rogers Airport;Kingston/Norman Rogers Airport;ar;
YGK;C;CA;http://geonames.org/5992500 ;0.0490871060428;Kingston;Kingston;ar;كينغستن
YHZ;A;CA;http://geonames.org/6296207 ;0.0925981202937;Halifax International Airport;Halifax International Airport;ar;
YHZ;C;CA;http://geonames.org/6324729 ;0.0914598012047;Halifax;Halifax;ar;
YNB;A;SA;http://geonames.org/6300033 ;0.0186971050634;Yanbu Airport;Yanbu Airport;ar;
YNB;C;SA;http://geonames.org/100425 ;0.0186971050634;Yanbu;Yanbu;ar;ينبع
YOW;A;CA;http://geonames.org/6296246 ;0.106542513473;Ottawa Macdonald-Cartier International Airport;Ottawa Macdonald-Cartier International Airport;ar;
YOW;C;CA;http://geonames.org/6094817 ;0.107883514618;Ottawa;Ottawa;ar;أوتاوا
YQB;A;CA;http://geonames.org/6301472 ;0.0428827998874;Jean Lesage International Airport;Jean Lesage International Airport;ar;
YQB;C;CA;http://geonames.org/6325494 ;0.0475648139431;Québec;Quebec;ar;مدينة كيبك
YQG;A;CA;http://geonames.org/6296259 ;0.0153855608389;Windsor Airport;Windsor Airport;ar;
YQG;C;CA;http://geonames.org/6182962 ;0.0229215103149;Windsor;Windsor;ar;ويندزر
YQM;A;CA;http://geonames.org/6296263 ;0.0267243095864;Greater Moncton International Airport;Greater Moncton International Airport;ar;
YQM;C;CA;http://geonames.org/6076211 ;0.0246913181045;Moncton;Moncton;ar;مونكتون
YQR;A;CA;http://geonames.org/6301474 ;0.0232975632723;Regina;Regina;ar;
YQR;C;CA;http://geonames.org/6119109 ;0.0232975632723;Regina;Regina;ar;ريجاينا
YQT;A;CA;http://geonames.org/6296265 ;0.0346064714568;Thunder Bay International Airport;Thunder Bay International Airport;ar;
YQT;C;CA;http://geonames.org/6166142 ;0.0346064714568;Thunder Bay;Thunder Bay;ar;ثاندر باي، أونتاريو
YSB;A;CA;http://geonames.org/6296276 ;0.0200902965651;Greater Sudbury Airport;Greater Sudbury Airport;ar;
YSB;C;CA;http://geonames.org/5964700 ;0.0161991696726;Greater Sudbury;Greater Sudbury;ar;جريتر سادباري، أونتاريو
YUL;A;CA;http://geonames.org/6296296 ;0.219953571857;Montréal-Pierre Elliott Trudeau International Airport;Montreal-Pierre Elliott Trudeau International Airport;ar;
YVR;A;CA;http://geonames.org/6301485 ;0.25230127089;Vancouver International Airport;Vancouver International Airport;ar;مطار فانكوفر الدولي
YVR;C;CA;http://geonames.org/6173331 ;0.276457374712;Vancouver;Vancouver;ar;فانكوفر
YWG;A;CA;http://geonames.org/6301487 ;0.0802203996787;Winnipeg J. A. Richardson International Airport;Winnipeg J. A. Richardson International Airport;ar;
YWG;C;CA;http://geonames.org/6183235 ;0.0840004329208;Winnipeg;Winnipeg;ar;وينيبيغ
YXE;A;CA;http://geonames.org/6296314 ;0.0274549577632;Saskatoon, Sask.;Saskatoon, Sask.;ar;
YXE;C;CA;http://geonames.org/6141256 ;0.0274549577632;Saskatoon;Saskatoon;ar;ساسكاتون
YXU;A;CA;http://geonames.org/6296323 ;0.0204448787622;London International Airport;London International Airport;ar;
YXU;C;CA;http://geonames.org/6058560 ;0.0382858862954;London;London;ar;لندن، أونتاريو
YYT;A;CA;http://geonames.org/6301497 ;0.0492931403894;St. John's International Airport;St. John's International Airport;ar;
YYT;C;CA;http://geonames.org/6324733 ;0.0492931403894;St. John's;St. John's;ar;سانت جونز
YYZ;A;CA;http://geonames.org/6296338 ;0.482782705448;Toronto Pearson International Airport;Toronto Pearson International Airport;ar;مطار تورونتو بيرسون الدولي
YZR;A;CA;http://geonames.org/6296344 ;0.0102906605121;Sarnia Chris Hadfield Airport;Sarnia Chris Hadfield Airport;ar;
YZR;C;CA;http://geonames.org/6141190 ;0.0122440298522;Sarnia;Sarnia;ar;سارنيا، أونتاريو
ZAG;A;HR;http://geonames.org/3215877 ;0.0536526646245;Zagreb Airport;Zagreb Airport;ar;
ZAG;C;HR;http://geonames.org/3186886 ;0.0536526646245;Zagreb;Zagreb;ar;زغرب
ZRH;A;CH;http://geonames.org/6299722 ;0.175257743372;Zurich Airport;Zurich Airport;ar;
ZRH;C;CH;http://geonames.org/2657896 ;0.176793225197;Zürich;Zurich;ar;زيورخ
