Three-Letter City Code	City Name	State/Pro.	Country Code	Time Zone Code	STV	Three-Letter Airport Code	Airport Name	Numeric Code	Location Type	Type Name	Aggregated Name
PLK	Point Lookout	MO	US	2		PLK	M Graham Clark		3	Airport	Point Lookout M Graham Clark Airport
PLL	Ponta Pelada	AM	BR	2	A	PLL			3	Airport	Ponta Pelada Airport
PLM	Palembang		ID	1		PLM	S M Badaruddin II	3956	3	Airport	Palembang S M Badaruddin II Airport
PLN	Pellston	MI	US	1		PLN	Emmet County	3957	3	Airport	Pellston Emmet County Airport
PLO	Port Lincoln	SA	AU	3		PLO		3958	3	Airport	Port Lincoln Airport
PLP	La Palma		PA			PLP		3959	3	Airport	La Palma Airport
PLQ	Klaipeda/Palanga		LT			PLQ	Palanga International		3	Airport	Klaipeda/Palanga Palanga International Airport
PLQ	Klaipeda/Palanga		LT			XJK	Klaipeda Bus Station		4	Bus Station	Klaipeda/Palanga Klaipeda Bus Station
PLR	Pell City	AL	US	2		PLR	St Clair County		3	Airport	Pell City St Clair County Airport
PLS	Providenciales		TC			PLS	International	3960	3	Airport	Providenciales International Airport
PLT	Plato		CO			PLT		3961	3	Airport	Plato Airport
PLV	Poltava		UA			PLV			3	Airport	Poltava Airport
PLW	Palu		ID	2		PLW	Mutiara	3962	3	Airport	Palu Mutiara Airport
PLX	Semey		KZ	2		PLX			3	Airport	Semey Airport
PLY	Plymouth	IN	US	1		PLY		3963	3	Airport	Plymouth Airport
PLZ	Port Elizabeth		ZA			PLZ		3964	3	Airport	Port Elizabeth Airport
PMA	Pemba		TZ			PMA		3965	3	Airport	Pemba Airport
PMB	Pembina	ND	US	2		PMB	Intermediate		3	Airport	Pembina Intermediate Airport
PMC	Puerto Montt		CL	1		PMC	Tepual	3966	3	Airport	Puerto Montt Tepual Airport
PMD	Palmdale	CA	US	4		PMD	LA/Palmdale Regional	3967	3	Airport	Palmdale LA/Palmdale Regional Airport
PME	Portsmouth		GB			PME	Fleetlands Heliport	3968	6	Heliport	Portsmouth Fleetlands Heliport
PMG	Ponta Pora	MS	BR	2		PMG	International	3969	3	Airport	Ponta Pora International Airport
PMH	Portsmouth	OH	US	1		PMH	Regional	3970	3	Airport	Portsmouth Regional Airport
PMI	Palma de Mallorca		ES	1		PMI		3971	3	Airport	Palma de Mallorca Airport
PMK	Palm Island	QL	AU	2	B	PMK		3972	3	Airport	Palm Island Airport
PML	Port Moller	AK	US	5		PML	AFS	3973	3	Airport	Port Moller AFS Airport
PMM	Phanom Sarakham		TH			PMM			3	Airport	Phanom Sarakham Airport
PMN	Pumani		PG			PMN		3974	3	Airport	Pumani Airport
PMO	Palermo		IT			PMO	Punta Raisi	3975	3	Airport	Palermo Punta Raisi Airport
PMP	Pimaga		PG			PMP		3976	3	Airport	Pimaga Airport
PMQ	Perito Moreno	SC	AR			PMQ		3977	3	Airport	Perito Moreno Airport
PMR	Palmerston North		NZ	1		PMR		3978	3	Airport	Palmerston North Airport
PMS	Palmyra		SY			PMS		3979	3	Airport	Palmyra Airport
PMT	Paramakotoi		GY			PMT		3980	3	Airport	Paramakotoi Airport
PMU	Paimiut	AK	US	5		PMU	Sea Plane Base	3981	3	Airport	Paimiut Sea Plane Base Airport
PMV	Porlamar		VE			PMV	DelCaribe Gen S Marino		3	Airport	Porlamar DelCaribe Gen S Marino Airport
PMW	Palmas	TO	BR	1	A	PMW			3	Airport	Palmas Airport
PMX	Palmer	MA	US	1		PMX	Metropolitan		3	Airport	Palmer Metropolitan Airport
PMY	Puerto Madryn	CB	AR			PMY	El Tehuelche		3	Airport	Puerto Madryn El Tehuelche Airport
PMZ	Palmar		CR			PMZ	Palmar Sur	3983	3	Airport	Palmar Palmar Sur Airport
PNA	Pamplona		ES	1		EEP	Railway Station		5	Railway Station	Pamplona Railway Station
PNA	Pamplona		ES	1		PNA		3984	3	Airport	Pamplona Airport
PNB	Porto Nacional	TO	BR	1	A	PNB		3985	3	Airport	Porto Nacional Airport
PNC	Ponca City	OK	US	2		PNC		3986	3	Airport	Ponca City Airport
PND	Punta Gorda		BZ			PND		3987	3	Airport	Punta Gorda Airport
PNF	Peterson's Point	AK	US	5		PNF			3	Airport	Peterson's Point Airport
PNG	Paranagua	PR	BR	1		PNG	Municipal		3	Airport	Paranagua Municipal Airport
PNH	Phnom Penh		KH			PNH	International	3989	3	Airport	Phnom Penh International Airport
PNI	Pohnpei		FM	2		PNI	International	3990	3	Airport	Pohnpei International Airport
PNJ	Penglai		CN			PNJ	Shahekou		3	Airport	Penglai Shahekou Airport
PNK	Pontianak		ID	1		PNK	Supadio	3991	3	Airport	Pontianak Supadio Airport
PNL	Pantelleria		IT			PNL		3992	3	Airport	Pantelleria Airport
PNN	Princeton	ME	US	1		PNN		3993	3	Airport	Princeton Airport
PNO	Pinotepa Nacional		MX	1		PNO			3	Airport	Pinotepa Nacional Airport
PNP	Popondetta		PG			PNP	Girua	3995	3	Airport	Popondetta Girua Airport
PNQ	Pune		IN			PNQ	Lohegaon	3996	3	Airport	Pune Lohegaon Airport
PNR	Pointe-Noire		CG			PNR		3997	3	Airport	Pointe-Noire Airport
PNS	Pensacola	FL	US	2		NDP	Ellyson NAS		3	Airport	Pensacola Ellyson NAS Airport
PNS	Pensacola	FL	US	2		NPA	Pensacola NAS		3	Airport	Pensacola Pensacola NAS Airport
PNS	Pensacola	FL	US	2		NUN	Saufley NAS		3	Airport	Pensacola Saufley NAS Airport
PNS	Pensacola	FL	US	2		PNS	Metropolitan Area		2	Metropolitan Area	Pensacola Metropolitan Area
PNS	Pensacola	FL	US	2		PNS	Regional	3998	3	Airport	Pensacola Regional Airport
PNT	Puerto Natales		CL	1		PNT	Teniente J. Gallardo		3	Airport	Puerto Natales Teniente J. Gallardo Airport
PNU	Panguitch	UT	US	3		PNU			3	Airport	Panguitch Airport
PNV	Panevezys		LT			PNV	Pajuostis		3	Airport	Panevezys Pajuostis Airport
PNX	Sherman-Denison	TX	US	2		PNX	Grayson County	4000	3	Airport	Sherman-Denison Grayson County Airport
PNY	Pondicherry		IN			PNY			3	Airport	Pondicherry Airport
PNZ	Petrolina	PE	BR	1	A	PNZ	Internacional	4001	3	Airport	Petrolina Internacional Airport
POA	Porto Alegre	RS	BR	1		POA	Salgado Filho	4002	3	Airport	Porto Alegre Salgado Filho Airport
POC	La Verne	CA	US	4		POC	Brackett Field	4003	3	Airport	La Verne Brackett Field Airport
POD	Podor		SN			POD		4004	3	Airport	Podor Airport
POE	Fort Polk	LA	US	2		POE	Polk AAF	4005	3	Airport	Fort Polk Polk AAF Airport
POF	Poplar Bluff	MO	US	2		POF	Earl Fields Memorial	4006	3	Airport	Poplar Bluff Earl Fields Memorial Airport
POG	Port-Gentil		GA			POG	International	4007	3	Airport	Port-Gentil International Airport
POH	Pocahontas	IA	US	2		POH	Municipal	4008	3	Airport	Pocahontas Municipal Airport
POI	Potosi		BO			POI		4009	3	Airport	Potosi Airport
POL	Pemba		MZ			POL		4010	3	Airport	Pemba Airport
POM	Port Moresby		PG			POM	Jacksons International	4011	3	Airport	Port Moresby Jacksons International Airport
PON	Poptun		GT			PON		4012	3	Airport	Poptun Airport
POO	Pocos De Caldas	MG	BR	1		POO		4013	3	Airport	Pocos De Caldas Airport
POP	Puerto Plata		DO			POP	La Union	4014	3	Airport	Puerto Plata La Union Airport
POQ	Polk Inlet	AK	US	5		POQ			3	Airport	Polk Inlet Airport
POR	Pori		FI			POR		4015	3	Airport	Pori Airport
POS	Port Of Spain		TT			POS	Piarco	4016	3	Airport	Port Of Spain Piarco Airport
POS	Trinidad		TT			POS			3	Airport	Trinidad Airport
POT	Port Antonio		JM			POT	Ken Jones	4017	3	Airport	Port Antonio Ken Jones Airport
POU	Poughkeepsie	NY	US	1		POU	Dutchess County	4018	3	Airport	Poughkeepsie Dutchess County Airport
POV	Presov		SK			POV			3	Airport	Presov Airport
POW	Portoroz		SI			POW			3	Airport	Portoroz Airport
POY	Lovell	WY	US	3		POY			3	Airport	Lovell Airport
POY	Powell	WY	US	3		POY			3	Airport	Powell Airport
POZ	Poznan		PL			POZ	Lawica	4019	3	Airport	Poznan Lawica Airport
PPA	Pampa	TX	US	2		PPA	Perry Lefors Field		3	Airport	Pampa Perry Lefors Field Airport
PPB	Presidente Prudente	SP	BR	1		PPB	A. De Barros	4020	3	Airport	Presidente Prudente A. De Barros Airport
PPC	Prospect Creek	AK	US	5		PPC			3	Airport	Prospect Creek Airport
PPE	Puerto Penasco		MX	2	A	PPE		4022	3	Airport	Puerto Penasco Airport
PPF	Parsons	KS	US	2		PPF	Tri-City	4023	3	Airport	Parsons Tri-City Airport
PPG	Pago Pago		AS			PPG	International	4024	3	Airport	Pago Pago International Airport
PPH	Peraitepuy		VE			PPH		4025	3	Airport	Peraitepuy Airport
PPI	Port Pirie	SA	AU	3		PPI		4026	3	Airport	Port Pirie Airport
PPJ	Panjang Island		ID	1		PPJ			3	Airport	Panjang Island Airport
PPK	Petropavlovsk		KZ	2		PPK			3	Airport	Petropavlovsk Airport
PPL	Phaplu		NP			PPL		4027	3	Airport	Phaplu Airport
PPM	Pompano Beach	FL	US	1		PPM			3	Airport	Pompano Beach Airport
PPN	Popayan		CO			PPN	GuillermoLeón Valencia	4028	3	Airport	Popayan GuillermoLeón Valencia Airport
PPO	Powell Point		BS			PPO			3	Airport	Powell Point Airport
PPP	Proserpine	QL	AU	2	B	PPP	Whitsunday Coast	4029	3	Airport	Proserpine Whitsunday Coast Airport
PPQ	Paraparaumu		NZ	1		PPQ	Kapiti Coast		3	Airport	Paraparaumu Kapiti Coast Airport
PPR	Pasir Pangarayan		ID	1		PPR			3	Airport	Pasir Pangarayan Airport
PPS	Puerto Princesa		PH			PPS	International	4030	3	Airport	Puerto Princesa International Airport
PPT	Tahiti		PF	2		PPT	Faaa	4031	3	Airport	Tahiti Faaa Airport
PPU	Papun		MM			PPU		4032	3	Airport	Papun Airport
PPV	Port Protection	AK	US	5		PPV			3	Airport	Port Protection Airport
PPW	Papa Westray		GB			PPW		4033	3	Airport	Papa Westray Airport
PPX	Param		PG			PPX			3	Airport	Param Airport
PPY	Pouso Alegre	MG	BR	1		PPY			3	Airport	Pouso Alegre Airport
PPZ	Puerto Paez		VE			PPZ		4034	3	Airport	Puerto Paez Airport
PQC	Phu Quoc Island		VN			PQC	International	4035	3	Airport	Phu Quoc Island International Airport
PQI	Presque Isle	ME	US	1		PQI	Municipal	4036	3	Airport	Presque Isle Municipal Airport
PQM	Palenque		MX	1		PQM		4037	3	Airport	Palenque Airport
PQQ	Port Macquarie	NS	AU	2		PQQ		4038	3	Airport	Port Macquarie Airport
PQS	Pilot Station	AK	US	5		PQS		4039	3	Airport	Pilot Station Airport
PQT	Qeqertaq		GL	1		PQT	Heliport		6	Heliport	Qeqertaq Heliport
PRA	Parana	ER	AR			PRA		4040	3	Airport	Parana Airport
PRB	Paso Robles	CA	US	4		PRB		4041	3	Airport	Paso Robles Airport
PRC	Prescott	AZ	US	3	A	PRC		4042	3	Airport	Prescott Airport
PRD	Pardoo Station	WA	AU	4		PRD		4043	3	Airport	Pardoo Station Airport
PRE	Pore		CO			PRE		4044	3	Airport	Pore Airport
PRF	Port Johnson	AK	US	5		PRF			3	Airport	Port Johnson Airport
PRG	Prague		CZ			PFL	Florenc Bus Station		4	Bus Station	Prague Florenc Bus Station
PRG	Prague		CZ			PRG	Metropolitan Area		2	Metropolitan Area	Prague Metropolitan Area
PRG	Prague		CZ			PRG	Ruzyne	4045	3	Airport	Prague Ruzyne Airport
PRG	Prague		CZ			VOD	Vodochody		3	Airport	Prague Vodochody Airport
PRG	Prague		CZ			XYG	Main Railway Station		5	Railway Station	Prague Main Railway Station
PRG	Prague		CZ			XYJ	Holesovice Railway Stn		5	Railway Station	Prague Holesovice Railway Stn Railway Station
PRH	Phrae		TH			PRH		4046	3	Airport	Phrae Airport
PRI	Praslin Island		SC			PRI		4047	3	Airport	Praslin Island Airport
PRJ	Capri		IT			PRJ	Harbour	4048	7	Ferry Port	Capri Harbour Ferry Port
PRK	Prieska		ZA			PRK			3	Airport	Prieska Airport
PRL	Port Oceanic	AK	US	5		PRL		4049	3	Airport	Port Oceanic Airport
PRM	Portimao		PT	1		PRM		4050	3	Airport	Portimao Airport
PRN	Pristina		RS			PRN	International	4051	3	Airport	Pristina International Airport
PRO	Perry	IA	US	2		PRO	Municipal		3	Airport	Perry Municipal Airport
PRP	Propriano		FR			PRP		4052	3	Airport	Propriano Airport
PRQ	Pres. Roque Saenz Pena	CH	AR			PRQ		4053	3	Airport	Pres. Roque Saenz Pena Airport
PRR	Paruima		GY			PRR			3	Airport	Paruima Airport
PRS	Parasi		SB			PRS		4055	3	Airport	Parasi Airport
PRT	Point Retreat	AK	US	5		PRT	Coast Guard Heliport		6	Heliport	Point Retreat Coast Guard Heliport
PRU	Pyay		MM			PRU		4056	3	Airport	Pyay Airport
PRV	Prerov		CZ			PRV		4057	3	Airport	Prerov Airport
PRW	Prentice	WI	US	2		PRW			3	Airport	Prentice Airport
PRX	Paris	TX	US	2		PRX	Cox Field	4058	3	Airport	Paris Cox Field Airport
PRY	Pretoria		ZA			PRY	Metropolitan Area		2	Metropolitan Area	Pretoria Metropolitan Area
PRY	Pretoria		ZA			PRY	Wonderboom	4059	3	Airport	Pretoria Wonderboom Airport
PRY	Pretoria		ZA			WKF	Waterkloof AFB		3	Airport	Pretoria Waterkloof AFB Airport
PRZ	Prineville	OR	US	4		PRZ		4060	3	Airport	Prineville Airport
PSA	Pisa		IT			PSA	Galileo Galilei		3	Airport	Pisa Galileo Galilei Airport
PSB	Bellefonte	PA	US	1		PSB			3	Airport	Bellefonte Airport
PSB	Clearfield	PA	US	1		PSB			3	Airport	Clearfield Airport
PSB	Philipsburg	PA	US	1		PSB	Mid-State	4062	3	Airport	Philipsburg Mid-State Airport
PSC	Pasco	WA	US	4		PSC	Tri-Cities	4063	3	Airport	Pasco Tri-Cities Airport
PSD	Port Said		EG			PSD		4064	3	Airport	Port Said Airport
PSE	Ponce		PR			PSE	Mercedita		3	Airport	Ponce Mercedita Airport
PSF	Pittsfield	MA	US	1		PSF		4066	3	Airport	Pittsfield Airport
PSG	Petersburg	AK	US	5		PSG	Municipal	4067	3	Airport	Petersburg Municipal Airport
PSH	St Peter-Ording		DE			PSH		4068	3	Airport	St Peter-Ording Airport
PSI	Pasni		PK			PSI		4069	3	Airport	Pasni Airport
PSJ	Poso		ID	2		PSJ	Kasinguncu	4070	3	Airport	Poso Kasinguncu Airport
PSK	Dublin	VA	US	1		PSK	New River Valley		3	Airport	Dublin New River Valley Airport
PSL	Perth		GB			PSL	Scone		3	Airport	Perth Scone Airport
PSL	Perth		GB			ZXP	Railway Station		5	Railway Station	Perth Railway Station
PSN	Palestine	TX	US	2		PSN		4072	3	Airport	Palestine Airport
PSO	Pasto		CO			PSO	Cano	4073	3	Airport	Pasto Cano Airport
PSP	Palm Springs	CA	US	4		PSP	Metropolitan Area		2	Metropolitan Area	Palm Springs Metropolitan Area
PSP	Palm Springs	CA	US	4		PSP	Municipal	4074	3	Airport	Palm Springs Municipal Airport
PSP	Palm Springs	CA	US	4		UDD	Bermuda Dunes		3	Airport	Palm Springs Bermuda Dunes Airport
PSR	Pescara		IT			PSR	Abruzzo	4075	3	Airport	Pescara Abruzzo Airport
PSS	Posadas	MI	AR			PSS		4076	3	Airport	Posadas Airport
PST	Preston		CU			PST		4077	3	Airport	Preston Airport
PSU	Putussibau		ID	1		PSU	Pangsuma		3	Airport	Putussibau Pangsuma Airport
PSV	Papa Stour		GB			PSV			3	Airport	Papa Stour Airport
PSW	Passos	MG	BR	1		PSW			3	Airport	Passos Airport
PSX	Palacios	TX	US	2		PSX			3	Airport	Palacios Airport
PSY	Port Stanley		FK			PSY		4078	3	Airport	Port Stanley Airport
PSZ	Puerto Suarez		BO			PSZ		4079	3	Airport	Puerto Suarez Airport
PTA	Port Alsworth	AK	US	5		PTA			3	Airport	Port Alsworth Airport
PTB	Petersburg	VA	US	1		FLE	Fort Lee AAF		3	Airport	Petersburg Fort Lee AAF Airport
PTB	Petersburg	VA	US	1		PTB	Metropolitan Area		2	Metropolitan Area	Petersburg Metropolitan Area
PTB	Petersburg	VA	US	1		PTB	Municipal	4080	3	Airport	Petersburg Municipal Airport
PTC	Port Alice	AK	US	5		PTC		4081	3	Airport	Port Alice Airport
PTD	Port Alexander	AK	US	5		PTD			3	Airport	Port Alexander Airport
PTE	Pontevedra		ES	1		PTE	Railway Station		5	Railway Station	Pontevedra Railway Station
PTF	Malolo Lailai Island		FJ			PTF		4082	3	Airport	Malolo Lailai Island Airport
PTG	Polokwane		ZA			PTG	International	4083	3	Airport	Polokwane International Airport
PTH	Port Heiden	AK	US	5		PTH		4084	3	Airport	Port Heiden Airport
PTI	Port Douglas	QL	AU	2	B	PTI	Heliport		6	Heliport	Port Douglas Heliport
PTJ	Portland	VI	AU	2		PTJ		4085	3	Airport	Portland Airport
PTK	Pontiac	MI	US	1		PTK		4086	3	Airport	Pontiac Airport
PTL	Port Armstrong	AK	US	5		PTL			3	Airport	Port Armstrong Airport
PTM	Palmarito		VE			PTM		4087	3	Airport	Palmarito Airport
PTN	Morgan City	LA	US	2		PTN	Municipal Heliport	4088	6	Heliport	Morgan City Municipal Heliport
PTN	Patterson	LA	US	2		PTN	Williams Memorial		3	Airport	Patterson Williams Memorial Airport
PTO	Pato Branco	PR	BR	1		PTO	Municipal	4089	3	Airport	Pato Branco Municipal Airport
PTP	Pointe-a-Pitre		GP			PTP	Le Raizet	4090	3	Airport	Pointe-a-Pitre Le Raizet Airport
PTQ	Porto de Moz	PA	BR	1	A	PTQ			3	Airport	Porto de Moz Airport
PTR	Pleasant Harbour	AK	US	5		PTR			3	Airport	Pleasant Harbour Airport
PTS	Pittsburg	KS	US	2		PTS	Municipal	4091	3	Airport	Pittsburg Municipal Airport
PTT	Pratt	KS	US	2		PTT		4092	3	Airport	Pratt Airport
PTU	Platinum	AK	US	5		PTU		4093	3	Airport	Platinum Airport
PTV	Porterville	CA	US	4		PTV		4094	3	Airport	Porterville Airport
PTW	Pottstown	PA	US	1		PTW	Pottstown/Limerick		3	Airport	Pottstown Pottstown/Limerick Airport
PTX	Pitalito		CO			PTX		4095	3	Airport	Pitalito Airport
PTY	Panama City		PA			PAC	Marcos A. Gelabert	3808	3	Airport	Panama City Marcos A. Gelabert Airport
PTY	Panama City		PA			PTY	Metropolitan Area		2	Metropolitan Area	Panama City Metropolitan Area
PTY	Panama City		PA			PTY	Tocumen International	6005	3	Airport	Panama City Tocumen International Airport
PTZ	Pastaza		EC	1		PTZ		4097	3	Airport	Pastaza Airport
PUA	Puas		PG			PUA		4098	3	Airport	Puas Airport
PUB	Pueblo	CO	US	3		PUB	Memorial	4099	3	Airport	Pueblo Memorial Airport
PUC	Price	UT	US	3		PUC	Carbon County	4100	3	Airport	Price Carbon County Airport
PUD	Puerto Deseado	SC	AR			PUD		4101	3	Airport	Puerto Deseado Airport
PUE	Puerto Obaldia		PA			PUE			3	Airport	Puerto Obaldia Airport
PUF	Pau		FR			PUF	Pyrenees	4102	3	Airport	Pau Pyrenees Airport
PUG	Port Augusta	SA	AU	3		PUG		4103	3	Airport	Port Augusta Airport
PUH	Pochutla		MX	1		PUH		4104	3	Airport	Pochutla Airport
PUI	Pureni		PG			PUI			3	Airport	Pureni Airport
PUJ	Punta Cana		DO			PUJ			3	Airport	Punta Cana Airport
PUK	Pukarua		PF	2		PUK			3	Airport	Pukarua Airport
PUL	Poulsbo	WA	US	4		PUL			3	Airport	Poulsbo Airport
PUM	Kolaka		ID	2		PUM	Pomala	4106	3	Airport	Kolaka Pomala Airport
PUN	Punia		CD	2		PUN		4107	3	Airport	Punia Airport
PUO	Prudhoe Bay	AK	US	5		PUO		4108	3	Airport	Prudhoe Bay Airport
PUP	Po		BF			PUP			3	Airport	Po Airport
PUQ	Punta Arenas		CL	1		PUQ	Pres Ibanez	4109	3	Airport	Punta Arenas Pres Ibanez Airport
PUR	Puerto Rico		BO			PUR		4110	3	Airport	Puerto Rico Airport
PUS	Busan		KR			PUS	Gimhae Intl	4111	3	Airport	Busan Gimhae Intl Airport
PUT	Puttaparthi		IN			PUT	Sri Sathya Sai		3	Airport	Puttaparthi Sri Sathya Sai Airport
PUU	Puerto Asis		CO			PUU		4112	3	Airport	Puerto Asis Airport
PUV	Poum		NC			PUV	Malabou		3	Airport	Poum Malabou Airport
PUW	Pullman	WA	US	4		PUW	Moscow Regional	4113	3	Airport	Pullman Moscow Regional Airport
PUX	Puerto Varas		CL	1		PUX			3	Airport	Puerto Varas Airport
PUY	Pula		HR			PUY		4114	3	Airport	Pula Airport
PUZ	Puerto Cabezas		NI			PUZ		4115	3	Airport	Puerto Cabezas Airport
PVA	Providencia		CO			PVA		4116	3	Airport	Providencia Airport
PVC	Provincetown	MA	US	1		PVC		4117	3	Airport	Provincetown Airport
PVD	Providence	RI	US	1		PVD	Theodore Francis	4118	3	Airport	Providence Theodore Francis Airport
PVD	Providence	RI	US	1		ZRV	Railway Station		5	Railway Station	Providence Railway Station
PVE	El Porvenir		PA			PVE		4119	3	Airport	El Porvenir Airport
PVF	Placerville	CA	US	4		PVF		4120	3	Airport	Placerville Airport
PVH	Porto Velho	RO	BR	2	A	PVH	Belmonte	4121	3	Airport	Porto Velho Belmonte Airport
PVI	Paranavai	PR	BR	1		PVI		4122	3	Airport	Paranavai Airport
PVK	Preveza/Lefkada		GR			PVK	Aktion	4123	3	Airport	Preveza/Lefkada Aktion Airport
PVO	Portoviejo		EC	1		PVO		4125	3	Airport	Portoviejo Airport
PVR	Puerto Vallarta		MX	1		PVR	Ordaz	4126	3	Airport	Puerto Vallarta Ordaz Airport
PVS	Provideniya		RU	10		PVS	Provideniya Bay		3	Airport	Provideniya Provideniya Bay Airport
PVU	Provo	UT	US	3		PVU		4127	3	Airport	Provo Airport
PVW	Plainview	TX	US	2		PVW	Hale County	4128	3	Airport	Plainview Hale County Airport
PVY	Pope Vanoy	AK	US	5		PVY			3	Airport	Pope Vanoy Airport
PVZ	Painesville	OH	US	1		PVZ	Casement	4129	3	Airport	Painesville Casement Airport
PWD	Plentywood	MT	US	3		PWD	Sherwood		3	Airport	Plentywood Sherwood Airport
PWE	Pevek		RU	10		PWE			3	Airport	Pevek Airport
PWI	Pawe		ET			PWI	Beles		3	Airport	Pawe Beles Airport
PWL	Purwokerto		ID	1		PWL	Wirasaba		3	Airport	Purwokerto Wirasaba Airport
PWM	Portland	ME	US	1		PWM	Intl Jetport	4131	3	Airport	Portland Intl Jetport Airport
PWN	Pitts Town		BS			PWN			3	Airport	Pitts Town Airport
PWO	Pweto		CD	2		PWO		4132	3	Airport	Pweto Airport
PWQ	Pavlodar		KZ	2		PWQ			3	Airport	Pavlodar Airport
PWR	Port Walter	AK	US	5		PWR		4133	3	Airport	Port Walter Airport
PWT	Bremerton	WA	US	4		PWT		4134	3	Airport	Bremerton Airport
PWY	Pinedale	WY	US	3		PWY			3	Airport	Pinedale Airport
PXH	Prominent Hill	SA	AU	3		PXH			3	Airport	Prominent Hill Airport
PXL	Polacca	AZ	US	3	A	PXL		4136	3	Airport	Polacca Airport
PXM	Puerto Escondido		MX	1		PXM		4137	3	Airport	Puerto Escondido Airport
PXO	Porto Santo		PT	1		PXO		4138	3	Airport	Porto Santo Airport
PXR	Surin		TH			PXR			3	Airport	Surin Airport
PXS	Puerto de Santa Maria		ES	1		PXS	Railway Station		5	Railway Station	Puerto de Santa Maria Railway Station
PXU	Pleiku		VN			PXU		4139	3	Airport	Pleiku Airport
PYA	Puerto Boyaca		CO			PYA			3	Airport	Puerto Boyaca Airport
PYB	Jeypore		IN			PYB			3	Airport	Jeypore Airport
PYC	Playon Chico		PA			PYC			3	Airport	Playon Chico Airport
PYE	Penrhyn Atoll		CK			PYE			3	Airport	Penrhyn Atoll Airport
PYH	Puerto Ayacucho		VE			PYH		4141	3	Airport	Puerto Ayacucho Airport
PYJ	Polyarny		RU	8		PYJ			3	Airport	Polyarny Airport
PYK	Karaj		IR			PYK	Payam		3	Airport	Karaj Payam Airport
PYL	Perry Island	AK	US	5		PYL	Sea Plane Base	4142	3	Airport	Perry Island Sea Plane Base Airport
PYM	Plymouth	MA	US	1		PYM		4143	3	Airport	Plymouth Airport
PYN	Payan		CO			PYN			3	Airport	Payan Airport
PYO	Putumayo		EC	1		PYO		4144	3	Airport	Putumayo Airport
PYR	Pyrgos		GR			PYR	Andravida AB	4145	3	Airport	Pyrgos Andravida AB Airport
PYS	Paradise	CA	US	4		PYS	Skypark		3	Airport	Paradise Skypark Airport
PYV	Yaviza		PA			PYV			3	Airport	Yaviza Airport
PYX	Pattaya		TH			PYX	Pattaya Airpark		3	Airport	Pattaya Pattaya Airpark Airport
PYY	Pai		TH			PYY			3	Airport	Pai Airport
PZA	Paz De Ariporo		CO			PZA	Casanare	4146	3	Airport	Paz De Ariporo Casanare Airport
PZB	Pietermaritzburg		ZA			PZB		4147	3	Airport	Pietermaritzburg Airport
PZE	Penzance		GB			PZE	Heliport	4148	6	Heliport	Penzance Heliport
PZH	Zhob		PK			PZH		4149	3	Airport	Zhob Airport
PZI	Panzhihua		CN			PZI	Bao' angong		3	Airport	Panzhihua Bao' angong Airport
PZK	Pukapuka Island		CK			PZK			3	Airport	Pukapuka Island Airport
PZL	Phinda		ZA			PZL	Zulu Inyala		3	Airport	Phinda Zulu Inyala Airport
PZO	Puerto Ordaz		VE			PZO		4150	3	Airport	Puerto Ordaz Airport
PZU	Port Sudan		SD			PZU	New International	4151	3	Airport	Port Sudan New International Airport
PZY	Piestany		SK			PZY		4152	3	Airport	Piestany Airport
QAB	Brusque	SC	BR	1		QJM	Off-line Point		1	Off-Line Point	Brusque Off-line Point
QAC	Castro	PR	BR	1		QAC	Off-line Point		1	Off-Line Point	Castro Off-line Point
QAD	Pordenone		IT			QAD	Off-line Point		1	Off-Line Point	Pordenone Off-line Point
QAE	Arzew		DZ			QAE	Off-line Point		1	Off-Line Point	Arzew Off-line Point
QAG	Ghazaouet		DZ			QAG	Off-line Point		1	Off-Line Point	Ghazaouet Off-line Point
QAH	Alcantara	RJ	BR	1		QAH	Off-line Point		1	Off-Line Point	Alcantara Off-line Point
QAI	Aime		FR			QAI	Off-line Point		1	Off-Line Point	Aime Off-line Point
QAJ	Ajman		AE			QAJ	Off-line Point		1	Off-Line Point	Ajman Off-line Point
QAK	Barbacena	MG	BR	1		QAK	Off-line Point		1	Off-Line Point	Barbacena Off-line Point
QAL	Alessandria		IT			QAL	Off-line Point		1	Off-Line Point	Alessandria Off-line Point
QAM	Amiens		FR			QAM	Off-line Point		1	Off-Line Point	Amiens Off-line Point
QAN	Nedroma		DZ			QAN	Off-line Point		1	Off-Line Point	Nedroma Off-line Point
