Three-Letter City Code	City Name	State/Pro.	Country Code	Time Zone Code	STV	Three-Letter Airport Code	Airport Name	Numeric Code	Location Type	Type Name	Aggregated Name
OWD	Norwood	MA	US	1		OWD	Memorial	3793	3	Airport	Norwood Memorial Airport
OWE	Owendo		GA			OWE			3	Airport	Owendo Airport
OWK	Norridgewock	ME	US	1		OWK	Central Maine		3	Airport	Norridgewock Central Maine Airport
OXB	Bissau		GW			OXB	Osvaldo Vieira Intl		3	Airport	Bissau Osvaldo Vieira Intl Airport
OXC	Oxford	CT	US	1		OXC	Waterbury-Oxford	3794	3	Airport	Oxford Waterbury-Oxford Airport
OXD	Oxford	OH	US	1		OXD	Miami University		3	Airport	Oxford Miami University Airport
OXF	Oxford		GB			OXF	London Oxford		3	Airport	Oxford London Oxford Airport
OXO	Orientos	QL	AU	2	B	OXO		3795	3	Airport	Orientos Airport
OXR	Oxnard	CA	US	4		OXR		3796	3	Airport	Oxnard Airport
OXR	Ventura	CA	US	4		OXR			3	Airport	Ventura Airport
OXY	Morney	QL	AU	2	B	OXY		3797	3	Airport	Morney Airport
OYA	Goya	CR	AR			OYA		3798	3	Airport	Goya Airport
OYE	Oyem		GA			OYE		3799	3	Airport	Oyem Airport
OYG	Moyo		UG			OYG			3	Airport	Moyo Airport
OYK	Oiapoque	AP	BR	1	A	OYK		3800	3	Airport	Oiapoque Airport
OYL	Moyale		KE			OYL			3	Airport	Moyale Airport
OYN	Ouyen	VI	AU	2		OYN			3	Airport	Ouyen Airport
OYO	Tres Arroyos	BA	AR			OYO		3801	3	Airport	Tres Arroyos Airport
OYP	St Georges de lOyapock		GF			OYP	St-Georges de lOyapock		3	Airport	St Georges de lOyapock St-Georges de lOyapock Airport
OYS	Yosemite Ntl Park	CA	US	4		OYS		3802	3	Airport	Yosemite Ntl Park Airport
OZA	Ozona	TX	US	2		OZA			3	Airport	Ozona Airport
OZC	Ozamis		PH			OZC	Labo	3803	3	Airport	Ozamis Labo Airport
OZG	Zagora		MA			OZG			3	Airport	Zagora Airport
OZH	Zaporizhzhia		UA			OZH	Mokraya Intl	3804	3	Airport	Zaporizhzhia Mokraya Intl Airport
OZI	Bobadilla		ES	1		OZI	Railway Station		5	Railway Station	Bobadilla Railway Station
OZL	Orzola		ES	2		OZL	Ferry Port		7	Ferry Port	Orzola Ferry Port
OZP	Moron		ES	1		OZP	Air Base		3	Airport	Moron Air Base Airport
OZR	Ozark	AL	US	2		HEY	Hanchey Army Heliport		6	Heliport	Ozark Hanchey Army Heliport
OZR	Ozark	AL	US	2		LOR	Lowe Army Heliport		6	Heliport	Ozark Lowe Army Heliport
OZR	Ozark	AL	US	2		OZR	Cairns AAF		3	Airport	Ozark Cairns AAF Airport
OZR	Ozark	AL	US	2		OZR	Metropolitan Area		2	Metropolitan Area	Ozark Metropolitan Area
OZU	Montilla		ES	1		OZU	Railway Station		5	Railway Station	Montilla Railway Station
OZZ	Ouarzazate		MA			OZZ		3805	3	Airport	Ouarzazate Airport
PAA	Hpa-an		MM			PAA		3806	3	Airport	Hpa-an Airport
PAB	Bilaspur		IN			PAB			3	Airport	Bilaspur Airport
PAD	Paderborn/Lippstadt		DE			PAD		3809	3	Airport	Paderborn/Lippstadt Airport
PAE	Everett	WA	US	4		PAE	Snohomish County	3810	3	Airport	Everett Snohomish County Airport
PAF	Pakuba		UG			PAF			3	Airport	Pakuba Airport
PAG	Pagadian		PH			PAG		3811	3	Airport	Pagadian Airport
PAH	Paducah	KY	US	2		PAH	Barkley Regional	3812	3	Airport	Paducah Barkley Regional Airport
PAJ	Parachinar		PK			PAJ			3	Airport	Parachinar Airport
PAK	Hanapepe	HI	US	6	A	PAK	Port Allen		3	Airport	Hanapepe Port Allen Airport
PAL	Palanquero		CO			PAL			3	Airport	Palanquero Airport
PAN	Pattani		TH			PAN		3815	3	Airport	Pattani Airport
PAO	Palo Alto	CA	US	4		PAO		3816	3	Airport	Palo Alto Airport
PAP	Port Au Prince		HT			PAP	Mais Gate	3817	3	Airport	Port Au Prince Mais Gate Airport
PAQ	Palmer	AK	US	5		PAQ	Municipal	3818	3	Airport	Palmer Municipal Airport
PAR	Paris		FR			BVA	Beauvais-Tille	0724	3	Airport	Paris Beauvais-Tille Airport
PAR	Paris		FR			CDG	Charles de Gaulle	0838	3	Airport	Paris Charles de Gaulle Airport
PAR	Paris		FR			JDP	Issy les Moulineaux HP		6	Heliport	Paris Issy les Moulineaux HP Heliport
PAR	Paris		FR			JPU	La Defense Heliport		6	Heliport	Paris La Defense Heliport
PAR	Paris		FR			LBG	Le Bourget	2718	3	Airport	Paris Le Bourget Airport
PAR	Paris		FR			ORY	Orly	3745	3	Airport	Paris Orly Airport
PAR	Paris		FR			PAR	Metropolitan Area		2	Metropolitan Area	Paris Metropolitan Area
PAR	Paris		FR			POX	Pontoise-Cormeilles		3	Airport	Paris Pontoise-Cormeilles Airport
PAR	Paris		FR			VIY	Villacoublay-Velizy		3	Airport	Paris Villacoublay-Velizy Airport
PAR	Paris		FR			XCR	Chalons-Vatry		3	Airport	Paris Chalons-Vatry Airport
PAR	Paris		FR			XEX	Aerogare des Invalides		4	Bus Station	Paris Aerogare des Invalides Bus Station
PAR	Paris		FR			XGB	Montparnasse Bus Stn		4	Bus Station	Paris Montparnasse Bus Stn Bus Station
PAR	Paris		FR			XHP	Gare de l'Est Rail Stn		5	Railway Station	Paris Gare de l'Est Rail Stn Railway Station
PAR	Paris		FR			XJY	Massy TGV Rail Station		5	Railway Station	Paris Massy TGV Rail Station Railway Station
PAR	Paris		FR			XPG	Gare du Nord Rail Stn		5	Railway Station	Paris Gare du Nord Rail Stn Railway Station
PAR	Paris		FR			XTT	Arc de Triomphe Bus St		4	Bus Station	Paris Arc de Triomphe Bus St Bus Station
PAS	Paros		GR			PAS			3	Airport	Paros Airport
PAT	Patna		IN			PAT	Jayaprakash Narayan	3819	3	Airport	Patna Jayaprakash Narayan Airport
PAU	Pauk		MM			PAU		3820	3	Airport	Pauk Airport
PAV	Paulo Afonso	BA	BR	1	A	PAV		3821	3	Airport	Paulo Afonso Airport
PAW	Pambwa		PG			PAW		3822	3	Airport	Pambwa Airport
PAX	Port De Paix		HT			PAX		3823	3	Airport	Port De Paix Airport
PAY	Pamol		MY			PAY		3824	3	Airport	Pamol Airport
PAZ	Poza Rica		MX	1		PAZ	Tajin	3825	3	Airport	Poza Rica Tajin Airport
PBB	Paranaiba	MS	BR	2		PBB		3827	3	Airport	Paranaiba Airport
PBC	Puebla		MX	1		PBC	Huejotsingo		3	Airport	Puebla Huejotsingo Airport
PBD	Porbandar		IN			PBD		3828	3	Airport	Porbandar Airport
PBE	Puerto Berrio		CO			PBE		3829	3	Airport	Puerto Berrio Airport
PBF	Pine Bluff	AR	US	2		PBF	Grider Field	3830	3	Airport	Pine Bluff Grider Field Airport
PBG	Plattsburgh	NY	US	1		PBG	International		3	Airport	Plattsburgh International Airport
PBH	Paro		BT			PBH	International		3	Airport	Paro International Airport
PBI	West Palm Beach	FL	US	1		LNA	Palm Beach County		3	Airport	West Palm Beach Palm Beach County Airport
PBI	West Palm Beach	FL	US	1		PBI	International	3831	3	Airport	West Palm Beach International Airport
PBI	West Palm Beach	FL	US	1		PBI	Metropolitan Area		2	Metropolitan Area	West Palm Beach Metropolitan Area
PBI	West Palm Beach	FL	US	1		ZWP	Railway Station		5	Railway Station	West Palm Beach Railway Station
PBJ	Paama Island		VU			PBJ			3	Airport	Paama Island Airport
PBK	Pack Creek	AK	US	5		PBK			3	Airport	Pack Creek Airport
PBL	Puerto Cabello		VE			PBL		3832	3	Airport	Puerto Cabello Airport
PBM	Paramaribo		SR			ORG	Zorg En Hoop	3731	3	Airport	Paramaribo Zorg En Hoop Airport
PBM	Paramaribo		SR			PBM	Metropolitan Area		2	Metropolitan Area	Paramaribo Metropolitan Area
PBM	Paramaribo		SR			PBM	Zanderij Intl	3833	3	Airport	Paramaribo Zanderij Intl Airport
PBN	Porto Amboim		AO			PBN		3834	3	Airport	Porto Amboim Airport
PBO	Paraburdoo	WA	AU	4		PBO		3835	3	Airport	Paraburdoo Airport
PBP	Punta Islita		CR			PBP			3	Airport	Punta Islita Airport
PBQ	Pimenta Bueno	RO	BR	2	A	PBQ			3	Airport	Pimenta Bueno Airport
PBR	Puerto Barrios		GT			PBR		3836	3	Airport	Puerto Barrios Airport
PBS	Patong Beach		TH			PBS	Off-line Point		1	Off-Line Point	Patong Beach Off-line Point
PBT	Puerto Leda		PY			PBT			3	Airport	Puerto Leda Airport
PBU	Putao		MM			PBU		3837	3	Airport	Putao Airport
PBV	Porto Dos Gauchos	MT	BR	2		PBV			3	Airport	Porto Dos Gauchos Airport
PBX	Porto Alegre Do Norte	MT	BR	2		PBX			3	Airport	Porto Alegre Do Norte Airport
PBY	Long Island/Palm Bay	QL	AU	2	B	PBY	Heliport		6	Heliport	Long Island/Palm Bay Heliport
PBZ	Plettenberg Bay		ZA			PBZ		3838	3	Airport	Plettenberg Bay Airport
PCA	Portage Creek	AK	US	5		PCA		3839	3	Airport	Portage Creek Airport
PCB	Pondok Cabe		ID	1		PCB			3	Airport	Pondok Cabe Airport
PCC	Puerto Rico		CO			PCC		3840	3	Airport	Puerto Rico Airport
PCD	Prairie Du Chien	WI	US	2		PCD	Municipal		3	Airport	Prairie Du Chien Municipal Airport
PCE	Painter Creek	AK	US	5		PCE			3	Airport	Painter Creek Airport
PCF	Potchefstroom		ZA			PCF			3	Airport	Potchefstroom Airport
PCG	Paso Caballos		GT			PCG		3841	3	Airport	Paso Caballos Airport
PCH	Palacios		HN			PCH			3	Airport	Palacios Airport
PCI	Palencia		ES	1		PCI	Railway Station		5	Railway Station	Palencia Railway Station
PCJ	Puerto La Victoria		PY			PCJ			3	Airport	Puerto La Victoria Airport
PCK	Porcupine Creek	AK	US	5		PCK		3842	3	Airport	Porcupine Creek Airport
PCL	Pucallpa		PE			PCL	Capitan Rolden	3843	3	Airport	Pucallpa Capitan Rolden Airport
PCM	Playa del Carmen		MX	1		PCM			3	Airport	Playa del Carmen Airport
PCN	Picton		NZ	1		PCN			3	Airport	Picton Airport
PCO	Punta Colorada		MX	2		PCO		3844	3	Airport	Punta Colorada Airport
PCP	Principe Island		ST			PCP		3845	3	Airport	Principe Island Airport
PCQ	Phongsaly		LA			PCQ	Boun Neua		3	Airport	Phongsaly Boun Neua Airport
PCR	Puerto Carreno		CO			PCR		3846	3	Airport	Puerto Carreno Airport
PCS	Picos	PI	BR	1	A	PCS			3	Airport	Picos Airport
PCT	Princeton	NJ	US	1		PCT		3847	3	Airport	Princeton Airport
PCT	Princeton	NJ	US	1		ZTJ	Princeton JT Rail		5	Railway Station	Princeton Princeton JT Rail Railway Station
PCU	Picayune	MS	US	2		PCU	Pearl River County	3848	3	Airport	Picayune Pearl River County Airport
PCV	Punta Chivato		MX	3		PCV		3849	3	Airport	Punta Chivato Airport
PCW	Par		GB			PCW	Railway Station		5	Railway Station	Par Railway Station
PDA	Puerto Inirida		CO			PDA		3850	3	Airport	Puerto Inirida Airport
PDB	Pedro Bay	AK	US	5		PDB			3	Airport	Pedro Bay Airport
PDC	Mueo		NC			PDC		3851	3	Airport	Mueo Airport
PDD	Ponta do Ouro		MZ			PDD			3	Airport	Ponta do Ouro Airport
PDE	Pandie Pandie	SA	AU	3		PDE		3852	3	Airport	Pandie Pandie Airport
PDF	Prado	BA	BR	1	A	PDF			3	Airport	Prado Airport
PDG	Padang		ID	1		PDG	Minangkabau	3853	3	Airport	Padang Minangkabau Airport
PDI	Pindiu		PG			PDI		3854	3	Airport	Pindiu Airport
PDL	Ponta Delgada		PT	2		PDL	Joao Paulo II	3856	3	Airport	Ponta Delgada Joao Paulo II Airport
PDM	Pedasi		PA			PDM	Capt. J. Montenegro		3	Airport	Pedasi Capt. J. Montenegro Airport
PDN	Parndana	SA	AU	3		PDN			3	Airport	Parndana Airport
PDO	Pendopo		ID	1		PDO			3	Airport	Pendopo Airport
PDP	Punta del Este		UY			PDP	Carlos A. Curbelo Intl	3859	3	Airport	Punta del Este Carlos A. Curbelo Intl Airport
PDP	Punta del Este		UY			PVB	Fluvial Bus Station		4	Bus Station	Punta del Este Fluvial Bus Station
PDR	Presidente Dutra	MA	BR	1	A	PDR	Municipal		3	Airport	Presidente Dutra Municipal Airport
PDS	Piedras Negras		MX	1	A	PDS		3861	3	Airport	Piedras Negras Airport
PDT	Pendleton	OR	US	4		PDT		3862	3	Airport	Pendleton Airport
PDU	Paysandu		UY			PDU		3863	3	Airport	Paysandu Airport
PDV	Plovdiv		BG			PDV	Krumovo	3864	3	Airport	Plovdiv Krumovo Airport
PDX	Portland	OR	US	4		PDX	International	3865	3	Airport	Portland International Airport
PDZ	Pedernales		VE			PDZ		3866	3	Airport	Pedernales Airport
PEA	Penneshaw	SA	AU	3		PEA			3	Airport	Penneshaw Airport
PEB	Pebane		MZ			PEB		3868	3	Airport	Pebane Airport
PEC	Pelican	AK	US	5		PEC	Sea Plane Base	3869	3	Airport	Pelican Sea Plane Base Airport
PED	Pardubice		CZ			PED	Airport		3	Airport	Pardubice Airport
PED	Pardubice		CZ			XJP	Main Railway Station		5	Railway Station	Pardubice Main Railway Station
PEE	Perm		RU	4		PEE	Bolshoye Savino		3	Airport	Perm Bolshoye Savino Airport
PEF	Peenemuende		DE			PEF			3	Airport	Peenemuende Airport
PEG	Perugia		IT			PEG	St. Francis of Assisi		3	Airport	Perugia St. Francis of Assisi Airport
PEH	Pehuajo	BA	AR			PEH		3871	3	Airport	Pehuajo Airport
PEI	Pereira		CO			PEI	Matecana	3872	3	Airport	Pereira Matecana Airport
PEJ	Peschici		IT			PEJ	Heliport		6	Heliport	Peschici Heliport
PEL	Pelaneng		LS			PEL			3	Airport	Pelaneng Airport
PEM	Puerto Maldonado		PE			PEM		3874	3	Airport	Puerto Maldonado Airport
PEN	Penang		MY			PEN	International	3875	3	Airport	Penang International Airport
PEN	Penang		MY			ZJR	Penang Port		7	Ferry Port	Penang Penang Port Ferry Port
PEP	Peppimenarti	NT	AU	3	A	PEP			3	Airport	Peppimenarti Airport
PEQ	Pecos City	TX	US	2		PEQ		3876	3	Airport	Pecos City Airport
PER	Perth	WA	AU	4		JAD	Jandakot		3	Airport	Perth Jandakot Airport
PER	Perth	WA	AU	4		PER	International	3877	3	Airport	Perth International Airport
PER	Perth	WA	AU	4		XPO	Ferry Port		7	Ferry Port	Perth Ferry Port
PES	Petrozavodsk		RU	2		PES	Besovets		3	Airport	Petrozavodsk Besovets Airport
PET	Pelotas	RS	BR	1		PET	Federal	3879	3	Airport	Pelotas Federal Airport
PEU	Puerto Lempira		HN			PEU		3880	3	Airport	Puerto Lempira Airport
PEV	Pecs		HU			PEV	Pogany		3	Airport	Pecs Pogany Airport
PEV	Pecs		HU			QPJ	Bus Station		4	Bus Station	Pecs Bus Station
PEW	Peshawar		PK			PEW	Bacha Khan Intl	3881	3	Airport	Peshawar Bacha Khan Intl Airport
PEX	Pechora		RU	2		PEX			3	Airport	Pechora Airport
PEY	Penong	SA	AU	3		PEY		3882	3	Airport	Penong Airport
PEZ	Penza		RU	2		PEZ	Ternovka		3	Airport	Penza Ternovka Airport
PFA	Paf Warren	AK	US	5		PFA			3	Airport	Paf Warren Airport
PFB	Passo Fundo	RS	BR	1		PFB		3883	3	Airport	Passo Fundo Airport
PFC	Pacific City	OR	US	4		PFC	State		3	Airport	Pacific City State Airport
PFD	Port Frederick	AK	US	5		PFD		3884	3	Airport	Port Frederick Airport
PFE	Ponferrada		ES	1		PFE	Bus Station		4	Bus Station	Ponferrada Bus Station
PFJ	Patreksfjordur		IS			PFJ		3885	3	Airport	Patreksfjordur Airport
PFN	Panama City	FL	US	2		ECP	NW Florida Beaches Int		3	Airport	Panama City NW Florida Beaches Int Airport
PFN	Panama City	FL	US	2		PAM	Tyndall AFB		3	Airport	Panama City Tyndall AFB Airport
PFN	Panama City	FL	US	2		PFN	Bay County	3886	3	Airport	Panama City Bay County Airport
PFN	Panama City	FL	US	2		PFN	Metropolitan Area		2	Metropolitan Area	Panama City Metropolitan Area
PFO	Paphos		CY			PFO	International		3	Airport	Paphos International Airport
PFQ	Parsabad		IR			PFQ	Moghan		3	Airport	Parsabad Moghan Airport
PFR	Ilebo		CD	2		PFR		3887	3	Airport	Ilebo Airport
PGA	Page	AZ	US	3	A	PGA		3888	3	Airport	Page Airport
PGB	Pangoa		PG			PGB			3	Airport	Pangoa Airport
PGC	Petersburg	WV	US	1		PGC	Grant County	3889	3	Airport	Petersburg Grant County Airport
PGD	Punta Gorda	FL	US	1		PGD	Charlotte County	3890	3	Airport	Punta Gorda Charlotte County Airport
PGE	Yegepa		PG			PGE			3	Airport	Yegepa Airport
PGF	Perpignan		FR			PGF	Rivesaltes	3891	3	Airport	Perpignan Rivesaltes Airport
PGG	Progresso	PA	BR	1	A	PGG			3	Airport	Progresso Airport
PGH	Pantnagar		IN			PGH		3892	3	Airport	Pantnagar Airport
PGI	Chitato		AO			PGI		3893	3	Airport	Chitato Airport
PGK	Pangkalpinang		ID	1		PGK	Depati Amir	3894	3	Airport	Pangkalpinang Depati Amir Airport
PGL	Pascagoula	MS	US	2		PGL	Jackson County		3	Airport	Pascagoula Jackson County Airport
PGM	Port Graham	AK	US	5		PGM		3895	3	Airport	Port Graham Airport
PGN	Pangia		PG			PGN		3896	3	Airport	Pangia Airport
PGO	Pagosa Springs	CO	US	3		PGO	Stevens Field		3	Airport	Pagosa Springs Stevens Field Airport
PGP	Porto Alegre		ST			PGP	Heliport	3897	6	Heliport	Porto Alegre Heliport
PGR	Paragould	AR	US	2		PGR	Municipal		3	Airport	Paragould Municipal Airport
PGS	Peach Springs	AZ	US	3	A	PGS			3	Airport	Peach Springs Airport
PGU	Asaloyeh		IR			PGU	Persian Gulf Intl		3	Airport	Asaloyeh Persian Gulf Intl Airport
PGV	Greenville	NC	US	1		PGV	Pitt-Greenville	3899	3	Airport	Greenville Pitt-Greenville Airport
PGX	Perigueux		FR			PGX	Bassillac	3900	3	Airport	Perigueux Bassillac Airport
PGZ	Ponta Grossa	PR	BR	1		PGZ	Sant'Ana		3	Airport	Ponta Grossa Sant'Ana Airport
PHA	Phan Rang		VN			PHA	Air Base	3901	3	Airport	Phan Rang Air Base Airport
PHB	Parnaiba	PI	BR	1	A	PHB	Santos Dumont	3902	3	Airport	Parnaiba Santos Dumont Airport
PHC	Port Harcourt		NG			PHC	International	3903	3	Airport	Port Harcourt International Airport
PHC	Port Harcourt		NG			PHG	City Airport		3	Airport	Port Harcourt City Airport
PHD	New Philadelphia	OH	US	1		PHD	Harry Clever	3904	3	Airport	New Philadelphia Harry Clever Airport
PHE	Port Hedland	WA	AU	4		PHE	International	3905	3	Airport	Port Hedland International Airport
PHF	Hampton	VA	US	1		LFI	Langley AFB		3	Airport	Hampton Langley AFB Airport
PHF	Hampton	VA	US	1		PHF	Metropolitan Area		2	Metropolitan Area	Hampton Metropolitan Area
PHF	Hampton	VA	US	1		PHF	Newport News/Williamsb	3906	3	Airport	Hampton Newport News/Williamsb Airport
PHF	Hampton	VA	US	1		ZWB	Williamsburg Rail Stn		5	Railway Station	Hampton Williamsburg Rail Stn Railway Station
PHF	Hampton	VA	US	1		ZWW	Newport News Rail Stn		5	Railway Station	Hampton Newport News Rail Stn Railway Station
PHF	Newport News	VA	US	1		PHF	Newport News/Williamsb	3906	3	Airport	Newport News Newport News/Williamsb Airport
PHF	Williamsburg	VA	US	1		PHF	Newport News/Williamsb	3906	3	Airport	Williamsburg Newport News/Williamsb Airport
PHI	Pinheiro	MA	BR	1	A	PHI			3	Airport	Pinheiro Airport
PHK	Pahokee	FL	US	1		PHK	Palm Beach Co Glades		3	Airport	Pahokee Palm Beach Co Glades Airport
PHL	Philadelphia	PA	US	1		MUV	Mustin Alf		3	Airport	Philadelphia Mustin Alf Airport
PHL	Philadelphia	PA	US	1		PHL	International	3908	3	Airport	Philadelphia International Airport
PHL	Philadelphia	PA	US	1		PHL	Metropolitan Area		2	Metropolitan Area	Philadelphia Metropolitan Area
PHL	Philadelphia	PA	US	1		PNE	North Philadelphia	3988	3	Airport	Philadelphia North Philadelphia Airport
PHL	Philadelphia	PA	US	1		PSQ	Sea Plane Base		3	Airport	Philadelphia Sea Plane Base Airport
PHL	Philadelphia	PA	US	1		TTN	Trenton-Mercer		3	Airport	Philadelphia Trenton-Mercer Airport
PHL	Philadelphia	PA	US	1		ZFV	Railway Station		5	Railway Station	Philadelphia Railway Station
PHL	Philadelphia	PA	US	1		ZHC	North Railway Station		5	Railway Station	Philadelphia North Railway Station
PHL	Philadelphia	PA	US	1		ZTN	Trenton Railway Stn		5	Railway Station	Philadelphia Trenton Railway Stn Railway Station
PHN	Port Huron	MI	US	1		PHN	St Clair County Intl	3909	3	Airport	Port Huron St Clair County Intl Airport
PHO	Point Hope	AK	US	5		PHO		3910	3	Airport	Point Hope Airport
PHP	Philip	SD	US	2		PHP			3	Airport	Philip Airport
PHQ	Phosphate Hill	QL	AU	2	B	PHQ	The Monument		3	Airport	Phosphate Hill The Monument Airport
PHR	Pacific Harbour		FJ			PHR		3911	3	Airport	Pacific Harbour Airport
PHS	Phitsanulok		TH			PHS		3912	3	Airport	Phitsanulok Airport
PHT	Paris	TN	US	2		PHT	Henry County	3913	3	Airport	Paris Henry County Airport
PHU	Phuoc Long		VN			PHU		3914	3	Airport	Phuoc Long Airport
PHW	Phalaborwa		ZA			PHW	Hendrik van Eck	3915	3	Airport	Phalaborwa Hendrik van Eck Airport
PHX	Phoenix	AZ	US	3	A	AZA	Williams Gateway		3	Airport	Phoenix Williams Gateway Airport
PHX	Phoenix	AZ	US	3	A	DVT	Phoenix-Deer Valley		3	Airport	Phoenix Phoenix-Deer Valley Airport
PHX	Phoenix	AZ	US	3	A	LUF	Luke AFB		3	Airport	Phoenix Luke AFB Airport
PHX	Phoenix	AZ	US	3	A	PHX	Metropolitan Area		2	Metropolitan Area	Phoenix Metropolitan Area
PHX	Phoenix	AZ	US	3	A	PHX	Sky Harbor Intl	3916	3	Airport	Phoenix Sky Harbor Intl Airport
PHX	Phoenix	AZ	US	3	A	SCF	Scottsdale Municipal		3	Airport	Phoenix Scottsdale Municipal Airport
PHY	Phetchabun		TH			PHY			3	Airport	Phetchabun Airport
PHZ	Ko Phi Phi		TH			PHZ	Off-line Point		1	Off-Line Point	Ko Phi Phi Off-line Point
PIA	Peoria	IL	US	2		PIA	Greater Peoria	3918	3	Airport	Peoria Greater Peoria Airport
PIC	Pine Cay		TC			PIC		3920	3	Airport	Pine Cay Airport
PIF	Pingtung		TW			PIF	Pingtung South		3	Airport	Pingtung Pingtung South Airport
PIG	Pitinga	AM	BR	2	A	PIG			3	Airport	Pitinga Airport
PIH	Pocatello	ID	US	3		PIH		3922	3	Airport	Pocatello Airport
PIL	Pilar		PY			PIL		3924	3	Airport	Pilar Airport
PIM	Pine Mountain	GA	US	1		PIM	Garden Harris County	3925	3	Airport	Pine Mountain Garden Harris County Airport
PIN	Parintins	AM	BR	2	A	PIN		3926	3	Airport	Parintins Airport
PIO	Pisco		PE			PIO			3	Airport	Pisco Airport
PIP	Pilot Point	AK	US	5		PIP		3927	3	Airport	Pilot Point Airport
PIP	Pilot Point	AK	US	5		PIP	Metropolitan Area		2	Metropolitan Area	Pilot Point Metropolitan Area
PIP	Pilot Point	AK	US	5		UGB	Ugashik Bay	5156	3	Airport	Pilot Point Ugashik Bay Airport
PIQ	Pipillipai		GY			PIQ		3928	3	Airport	Pipillipai Airport
PIR	Pierre	SD	US	2		PIR		3929	3	Airport	Pierre Airport
PIS	Poitiers		FR			PIS	Biard	3930	3	Airport	Poitiers Biard Airport
PIS	Poitiers		FR			XOP	Railway Station		5	Railway Station	Poitiers Railway Station
PIT	Pittsburgh	PA	US	1		AGC	Allegheny County		3	Airport	Pittsburgh Allegheny County Airport
PIT	Pittsburgh	PA	US	1		CVA	Civic Arena Heliport		6	Heliport	Pittsburgh Civic Arena Heliport
PIT	Pittsburgh	PA	US	1		PIT	International	3931	3	Airport	Pittsburgh International Airport
PIT	Pittsburgh	PA	US	1		PIT	Metropolitan Area		2	Metropolitan Area	Pittsburgh Metropolitan Area
PIU	Piura		PE			PIU		3932	3	Airport	Piura Airport
PIV	Pirapora	MG	BR	1		PIV			3	Airport	Pirapora Airport
PIW	Pikwitonei	MB	CA	4		PIW			3	Airport	Pikwitonei Airport
PIX	Pico Island		PT	2		PIX			3	Airport	Pico Island Airport
PIZ	Point Lay	AK	US	5		PIZ	Dew Station	3933	3	Airport	Point Lay Dew Station Airport
PJA	Pajala		SE			PJA	Pajala-Yllas		3	Airport	Pajala Pajala-Yllas Airport
PJB	Payson	AZ	US	3	A	PJB			3	Airport	Payson Airport
PJC	Pedro Juan Caballero		PY			PJC			3	Airport	Pedro Juan Caballero Airport
PJG	Panjgur		PK			PJG		3934	3	Airport	Panjgur Airport
PJM	Puerto Jimenez		CR			PJM			3	Airport	Puerto Jimenez Airport
PJS	Port San Juan	AK	US	5		PJS			3	Airport	Port San Juan Airport
PJZ	Puerto Juarez		MX	1		PJZ		3935	3	Airport	Puerto Juarez Airport
PKA	Napaskiak	AK	US	5		PKA	Sea Plane Base	3936	3	Airport	Napaskiak Sea Plane Base Airport
PKB	Marietta	OH	US	1		PKB			3	Airport	Marietta Airport
PKB	Parkersburg	WV	US	1		PKB	Wood County	3937	3	Airport	Parkersburg Wood County Airport
PKC	Petropavlovsk		RU	10		PKC	Yelizovo		3	Airport	Petropavlovsk Yelizovo Airport
PKD	Park Rapids	MN	US	2		PKD		3938	3	Airport	Park Rapids Airport
PKE	Parkes	NS	AU	2		PKE		3939	3	Airport	Parkes Airport
PKF	Park Falls	WI	US	2		PKF			3	Airport	Park Falls Airport
PKG	Pangkor		MY			PKG			3	Airport	Pangkor Airport
PKH	Portochelion		GR			PKH	Kanaris	3940	3	Airport	Portochelion Kanaris Airport
PKJ	Playa Grande		GT			PKJ			3	Airport	Playa Grande Airport
PKK	Pakokku		MM			PKK		3941	3	Airport	Pakokku Airport
PKL	Pakatoa Island		NZ	1		PKL	Off-line Point	3942	1	Off-Line Point	Pakatoa Island Off-line Point
PKM	Port Kaituma		GY			PKM			3	Airport	Port Kaituma Airport
PKN	Pangkalanbuun		ID	1		PKN	Iskandar	3943	3	Airport	Pangkalanbuun Iskandar Airport
PKO	Parakou		BJ			PKO			3	Airport	Parakou Airport
PKP	Puka Puka		PF	2		PKP			3	Airport	Puka Puka Airport
PKR	Pokhara		NP			PKR		3944	3	Airport	Pokhara Airport
PKT	Port Keats	NT	AU	3	A	PKT		3945	3	Airport	Port Keats Airport
PKU	Pekanbaru		ID	1		PKU	Sultan Syarif Kasim II	3946	3	Airport	Pekanbaru Sultan Syarif Kasim II Airport
PKV	Pskov		RU	2		PKV			3	Airport	Pskov Airport
PKW	Selebi-Phikwe		BW			PKW			3	Airport	Selebi-Phikwe Airport
PKY	Palangkaraya		ID	1		PKY	Tjilik Riwut	3947	3	Airport	Palangkaraya Tjilik Riwut Airport
PKZ	Pakse		LA			PKZ	International	3948	3	Airport	Pakse International Airport
PLA	Planadas		CO			PLA		3949	3	Airport	Planadas Airport
PLC	Planeta Rica		CO			PLC		3951	3	Airport	Planeta Rica Airport
PLD	Playa Samara		CR			PLD			3	Airport	Playa Samara Airport
PLE	Paiela		PG			PLE			3	Airport	Paiela Airport
PLF	Pala		TD			PLF		3952	3	Airport	Pala Airport
PLG	La Plagne		FR			PLG	Off-line Point		1	Off-Line Point	La Plagne Off-line Point
PLH	Plymouth		GB			PLH	City Airport	3953	3	Airport	Plymouth City Airport
PLI	Palm Island		VC			PLI		3954	3	Airport	Palm Island Airport
PLJ	Placencia		BZ			PLJ			3	Airport	Placencia Airport
